# dimensionless total lensed [l(l+1)/2pi] C_l's
# for l=2 to 2500, i.e. number of multipoles equal to 2499
#
# -> if you prefer output in CAMB/HealPix/LensPix units/order, set 'format' to 'camb' in input file
# -> if you don't want to see such a header, set 'headers' to 'no' in input file
# -> for CMB lensing (phi), these are C_l^phi-phi for the lensing potential.
#    Remember the conversion factors:
#    C_l^dd (deflection) = l(l+1) C_l^phi-phi
#    C_l^gg (shear/convergence) = 1/4 (l(l+1))^2 C_l^phi-phi
#
# 1:l     2:TT                     3:EE                     4:TE                     5:BB                     6:phiphi                 7:TPhi                   8:Ephi               
 1211       1.350078147199e-10       2.616360246699e-12       8.145847282325e-13       1.235990684484e-14       2.745602143437e-15       1.048828095352e-16      -5.395814950864e-17 
 1212       1.343983294477e-10       2.640797563697e-12       8.330691285942e-13       1.235037432749e-14       2.736780795181e-15       1.104228572413e-16      -5.504056374369e-17 
 1213       1.337885936040e-10       2.665366262285e-12       8.493460588461e-13       1.234075121298e-14       2.727994845963e-15       1.159469988474e-16      -5.611355141650e-17 
 1214       1.331788152346e-10       2.690054091044e-12       8.634134093134e-13       1.233103983967e-14       2.719244112097e-15       1.214479636603e-16      -5.717697197770e-17 
 1215       1.325692037221e-10       2.714848715775e-12       8.752691113334e-13       1.232124256237e-14       2.710528407191e-15       1.269184337555e-16      -5.823068423738e-17 
 1216       1.319599697888e-10       2.739737719332e-12       8.849111373783e-13       1.231136175233e-14       2.701847542146e-15       1.323510438804e-16      -5.927454636403e-17 
 1217       1.313513254992e-10       2.764708601451e-12       8.923375011775e-13       1.230139979730e-14       2.693201325143e-15       1.377383813580e-16      -6.030841588341e-17 
 1218       1.307434842626e-10       2.789748778574e-12       8.975462578398e-13       1.229135910156e-14       2.684589561645e-15       1.430729859903e-16      -6.133214967745e-17 
 1219       1.301366608362e-10       2.814845583683e-12       9.005355039761e-13       1.228124208596e-14       2.676012054380e-15       1.483473499613e-16      -6.234560398317e-17 
 1220       1.295310713274e-10       2.839986266124e-12       9.013033778214e-13       1.227105118792e-14       2.667468603342e-15       1.535539177407e-16      -6.334863439153e-17 
 1221       1.289269331968e-10       2.865157991441e-12       8.998480593573e-13       1.226078886151e-14       2.658959005780e-15       1.586850859874e-16      -6.434109584636e-17 
 1222       1.283244652608e-10       2.890347841200e-12       8.961677704345e-13       1.225045757746e-14       2.650483056193e-15       1.637332034523e-16      -6.532284264327e-17 
 1223       1.277238876942e-10       2.915542812818e-12       8.902607748950e-13       1.224005982319e-14       2.642040546321e-15       1.686905708824e-16      -6.629372842850e-17 
 1224       1.271254220333e-10       2.940729819395e-12       8.821253786946e-13       1.222959810285e-14       2.633631265143e-15       1.735494409238e-16      -6.725360619786e-17 
 1225       1.265292911781e-10       2.965895689540e-12       8.717599300252e-13       1.221907493736e-14       2.625254998863e-15       1.783020180249e-16      -6.820232829560e-17 
 1226       1.259357193952e-10       2.991027167199e-12       8.591628194370e-13       1.220849286443e-14       2.616911530910e-15       1.829404583403e-16      -6.913974641331e-17 
 1227       1.253449323209e-10       3.016110911487e-12       8.443324799613e-13       1.219785443863e-14       2.608600641927e-15       1.874568696338e-16      -7.006571158882e-17 
 1228       1.247571569632e-10       3.041133496512e-12       8.272673872323e-13       1.218716223136e-14       2.600322109766e-15       1.918433111818e-16      -7.098007420513e-17 
 1229       1.241726024398e-10       3.066082266161e-12       8.079708160247e-13       1.217641877389e-14       2.592075731255e-15       1.960940524028e-16      -7.188269568188e-17 
 1230       1.235914019336e-10       3.090947909914e-12       7.864651715413e-13       1.216562638551e-14       2.583861387808e-15       2.002123783436e-16      -7.277348370458e-17 
 1231       1.230136700518e-10       3.115721917327e-12       7.627778288265e-13       1.215478734340e-14       2.575678980578e-15       2.042038649464e-16      -7.365235741221e-17 
 1232       1.224395220301e-10       3.140395725750e-12       7.369363923131e-13       1.214390393947e-14       2.567528408758e-15       2.080741277475e-16      -7.451923574249e-17 
 1233       1.218690737338e-10       3.164960720226e-12       7.089686963223e-13       1.213297848047e-14       2.559409569565e-15       2.118288219604e-16      -7.537403743162e-17 
 1234       1.213024416587e-10       3.189408233388e-12       6.789028055639e-13       1.212201328796e-14       2.551322358243e-15       2.154736425583e-16      -7.621668101417e-17 
 1235       1.207397429326e-10       3.213729545355e-12       6.467670156357e-13       1.211101069834e-14       2.543266668053e-15       2.190143243567e-16      -7.704708482284e-17 
 1236       1.201810953165e-10       3.237915883627e-12       6.125898535240e-13       1.209997306292e-14       2.535242390271e-15       2.224566420963e-16      -7.786516698836e-17 
 1237       1.196266172056e-10       3.261958422985e-12       5.764000781033e-13       1.208890274792e-14       2.527249414179e-15       2.258064105256e-16      -7.867084543926e-17 
 1238       1.190764276304e-10       3.285848285384e-12       5.382266806360e-13       1.207780213449e-14       2.519287627064e-15       2.290694844835e-16      -7.946403790169e-17 
 1239       1.185306462582e-10       3.309576539849e-12       4.980988852730e-13       1.206667361876e-14       2.511356914213e-15       2.322517589821e-16      -8.024466189930e-17 
 1240       1.179893933941e-10       3.333134202377e-12       4.560461495529e-13       1.205551961188e-14       2.503457158903e-15       2.353591692893e-16      -8.101263475299e-17 
 1241       1.174527899822e-10       3.356512235828e-12       4.120981649025e-13       1.204434254002e-14       2.495588242400e-15       2.383976910116e-16      -8.176787358082e-17 
 1242       1.169209576067e-10       3.379701549824e-12       3.662848571365e-13       1.203314484440e-14       2.487750043954e-15       2.413733401765e-16      -8.251029529774e-17 
 1243       1.163940184932e-10       3.402693000643e-12       3.186363869573e-13       1.202192898135e-14       2.479942440793e-15       2.442921733158e-16      -8.323981661548e-17 
 1244       1.158720955099e-10       3.425477391121e-12       2.691831504553e-13       1.201069742231e-14       2.472165308117e-15       2.471602875474e-16      -8.395635404238e-17 
 1245       1.153553121686e-10       3.448045470541e-12       2.179557796086e-13       1.199945265388e-14       2.464418519092e-15       2.499838206587e-16      -8.465982388316e-17 
 1246       1.148437926262e-10       3.470387934537e-12       1.649851427831e-13       1.198819717784e-14       2.456701944851e-15       2.527689511892e-16      -8.535014223878e-17 
 1247       1.143376616856e-10       3.492495424985e-12       1.103023452322e-13       1.197693351116e-14       2.449015454479e-15       2.555218985129e-16      -8.602722500627e-17 
 1248       1.138370447969e-10       3.514358529901e-12       5.393872959696e-14       1.196566418606e-14       2.441358915018e-15       2.582489229209e-16      -8.669098787855e-17 
 1249       1.133420680587e-10       3.535967783340e-12      -4.074123594012e-15       1.195439175005e-14       2.433732191454e-15       2.609563257047e-16      -8.734134634424e-17 
 1250       1.128528582193e-10       3.557313665289e-12      -6.370439542463e-14       1.194311876590e-14       2.426135146718e-15       2.636504492383e-16      -8.797821568749e-17 
 1251       1.123695426778e-10       3.578386601566e-12      -1.249200280914e-13       1.193184781173e-14       2.418567641675e-15       2.663376770610e-16      -8.860151098781e-17 
 1252       1.118922494853e-10       3.599176963714e-12      -1.876887244034e-13       1.192058148100e-14       2.411029535125e-15       2.690244339602e-16      -8.921114711990e-17 
 1253       1.114211073461e-10       3.619675068901e-12      -2.519779472825e-13       1.190932238259e-14       2.403520683792e-15       2.717171860543e-16      -8.980703875346e-17 
 1254       1.109562456187e-10       3.639871179814e-12      -3.177549192632e-13       1.189807314075e-14       2.396040942324e-15       2.744224408748e-16      -9.038910035303e-17 
 1255       1.104977943175e-10       3.659755504555e-12      -3.849866219929e-13       1.188683639520e-14       2.388590163284e-15       2.771467474495e-16      -9.095724617780e-17 
 1256       1.100458841134e-10       3.679318196540e-12      -4.536397957318e-13       1.187561480113e-14       2.381168197147e-15       2.798966963850e-16      -9.151139028144e-17 
 1257       1.096006463352e-10       3.698549354394e-12      -5.236809388530e-13       1.186441102924e-14       2.373774892297e-15       2.826789199492e-16      -9.205144651194e-17 
 1258       1.091622129709e-10       3.717439021847e-12      -5.950763073425e-13       1.185322776575e-14       2.366410095014e-15       2.855000921546e-16      -9.257732851139e-17 
 1259       1.087307166687e-10       3.735977187631e-12      -6.677919142996e-13       1.184206771244e-14       2.359073649479e-15       2.883669288400e-16      -9.308894971586e-17 
 1260       1.083062907384e-10       3.754153785377e-12      -7.417935294363e-13       1.183093358670e-14       2.351765397762e-15       2.912861877543e-16      -9.358622335520e-17 
 1261       1.078890691522e-10       3.771958693513e-12      -8.170466785780e-13       1.181982812152e-14       2.344485179819e-15       2.942646686382e-16      -9.406906245284e-17 
 1262       1.074791865465e-10       3.789381735155e-12      -8.935166431632e-13       1.180875406556e-14       2.337232833488e-15       2.973092133076e-16      -9.453737982567e-17 
 1263       1.070767782224e-10       3.806412678011e-12      -9.711684597436e-13       1.179771418315e-14       2.330008194481e-15       3.004267057359e-16      -9.499108808380e-17 
 1264       1.066819801473e-10       3.823041234271e-12      -1.049966919484e-12       1.178671125432e-14       2.322811096383e-15       3.036240721367e-16      -9.543009963044e-17 
 1265       1.062949289560e-10       3.839257060508e-12      -1.129876567664e-12       1.177574807486e-14       2.315641370643e-15       3.069082810467e-16      -9.585432666169e-17 
 1266       1.059157619518e-10       3.855049757571e-12      -1.210861703174e-12       1.176482745630e-14       2.308498846571e-15       3.102863434083e-16      -9.626368116638e-17 
 1267       1.055446171079e-10       3.870408870486e-12      -1.292886378020e-12       1.175395222599e-14       2.301383351333e-15       3.137653126521e-16      -9.665807492590e-17 
 1268       1.051816087522e-10       3.885325331690e-12      -1.375914165359e-12       1.174312495542e-14       2.294294725901e-15       3.173501242186e-16      -9.703744384331e-17 
 1269       1.048267543144e-10       3.899795809172e-12      -1.459907461690e-12       1.173234714174e-14       2.287232873126e-15       3.210370866943e-16      -9.740182123806e-17 
 1270       1.044800467366e-10       3.913818408259e-12      -1.544828175627e-12       1.172162001688e-14       2.280197710212e-15       3.248203157963e-16      -9.775126539601e-17 
 1271       1.041414787127e-10       3.927391232829e-12      -1.630637958108e-12       1.171094481834e-14       2.273189152800e-15       3.286938880473e-16      -9.808583531836e-17 
 1272       1.038110426872e-10       3.940512385312e-12      -1.717298201884e-12       1.170032278928e-14       2.266207114972e-15       3.326518406973e-16      -9.840559072335e-17 
 1273       1.034887308549e-10       3.953179966693e-12      -1.804770040999e-12       1.168975517843e-14       2.259251509241e-15       3.366881716451e-16      -9.871059204785e-17 
 1274       1.031745351601e-10       3.965392076520e-12      -1.893014350271e-12       1.167924324019e-14       2.252322246549e-15       3.407968393600e-16      -9.900090044903e-17 
 1275       1.028684472961e-10       3.977146812907e-12      -1.981991744779e-12       1.166878823457e-14       2.245419236262e-15       3.449717628030e-16      -9.927657780598e-17 
 1276       1.025704587044e-10       3.988442272535e-12      -2.071662579341e-12       1.165839142724e-14       2.238542386170e-15       3.492068213488e-16      -9.953768672136e-17 
 1277       1.022805605743e-10       3.999276550659e-12      -2.161986948003e-12       1.164805408953e-14       2.231691602478e-15       3.534958547072e-16      -9.978429052302e-17 
 1278       1.019987438421e-10       4.009647741115e-12      -2.252924683513e-12       1.163777749843e-14       2.224866789805e-15       3.578326628444e-16      -1.000164532657e-16 
 1279       1.017249991904e-10       4.019553936316e-12      -2.344435356814e-12       1.162756293661e-14       2.218067851179e-15       3.622110059049e-16      -1.002342397326e-16 
 1280       1.014593170478e-10       4.028993227264e-12      -2.436478276519e-12       1.161741169241e-14       2.211294688035e-15       3.666246041329e-16      -1.004377154369e-16 
 1281       1.012016875878e-10       4.037963703552e-12      -2.529012488396e-12       1.160732505989e-14       2.204547200208e-15       3.710671377939e-16      -1.006269466239e-16 
 1282       1.009521007286e-10       4.046463453364e-12      -2.621996774853e-12       1.159730433879e-14       2.197825285931e-15       3.755322470964e-16      -1.008020002719e-16 
 1283       1.007105461323e-10       4.054490563485e-12      -2.715389654419e-12       1.158735083457e-14       2.191128841831e-15       3.800135321131e-16      -1.009629440945e-16 
 1284       1.004770132041e-10       4.062043119302e-12      -2.809149381226e-12       1.157746585841e-14       2.184457762926e-15       3.845045527027e-16      -1.011098465418e-16 
 1285       1.002514910920e-10       4.069119204809e-12      -2.903233944492e-12       1.156765072722e-14       2.177811942618e-15       3.889988284316e-16      -1.012427768024e-16 
 1286       1.000339686858e-10       4.075716902611e-12      -2.997601068006e-12       1.155790676364e-14       2.171191272692e-15       3.934898384950e-16      -1.013618048048e-16 
 1287       9.982443461680e-11       4.081834293927e-12      -3.092208209609e-12       1.154823529609e-14       2.164595643312e-15       3.979710216390e-16      -1.014670012189e-16 
 1288       9.962287725708e-11       4.087469458597e-12      -3.187012560676e-12       1.153863765871e-14       2.158024943014e-15       4.024357760818e-16      -1.015584374581e-16 
 1289       9.942928471872e-11       4.092620475083e-12      -3.281971045601e-12       1.152911519143e-14       2.151479058706e-15       4.068774594355e-16      -1.016361856806e-16 
 1290       9.924364485328e-11       4.097285420475e-12      -3.377040321279e-12       1.151966923994e-14       2.144957875663e-15       4.112893886272e-16      -1.017003187910e-16 
 1291       9.906594525122e-11       4.101462370495e-12      -3.472176776586e-12       1.151030115572e-14       2.138461277521e-15       4.156648398212e-16      -1.017509104421e-16 
 1292       9.889617324115e-11       4.105149399501e-12      -3.567336531866e-12       1.150101229606e-14       2.131989146274e-15       4.199970483400e-16      -1.017880350366e-16 
 1293       9.873431588929e-11       4.108344580490e-12      -3.662475438414e-12       1.149180402404e-14       2.125541362273e-15       4.242792085865e-16      -1.018117677285e-16 
 1294       9.858035999881e-11       4.111045985105e-12      -3.757549077953e-12       1.148267770854e-14       2.119117804219e-15       4.285044739646e-16      -1.018221844249e-16 
 1295       9.843429210919e-11       4.113251683635e-12      -3.852512762122e-12       1.147363472428e-14       2.112718349158e-15       4.326659568018e-16      -1.018193617876e-16 
 1296       9.829609849561e-11       4.114959745023e-12      -3.947321531959e-12       1.146467645182e-14       2.106342872481e-15       4.367567282700e-16      -1.018033772348e-16 
 1297       9.816576516827e-11       4.116168236869e-12      -4.041930157381e-12       1.145580427752e-14       2.099991247917e-15       4.407698183075e-16      -1.017743089426e-16 
 1298       9.804327787185e-11       4.116875225433e-12      -4.136293136667e-12       1.144701959363e-14       2.093663347531e-15       4.446982155402e-16      -1.017322358469e-16 
 1299       9.792862208477e-11       4.117078775640e-12      -4.230364695944e-12       1.143832379825e-14       2.087359041719e-15       4.485348672035e-16      -1.016772376445e-16 
 1300       9.782178301865e-11       4.116776951083e-12      -4.324098788665e-12       1.142971829532e-14       2.081078199202e-15       4.522726790637e-16      -1.016093947955e-16 
 1301       9.772274561764e-11       4.115967814032e-12      -4.417449095097e-12       1.142120449469e-14       2.074820687028e-15       4.559045153396e-16      -1.015287885242e-16 
 1302       9.763149455778e-11       4.114649425430e-12      -4.510369021799e-12       1.141278381208e-14       2.068586370562e-15       4.594231986239e-16      -1.014355008215e-16 
 1303       9.754801424638e-11       4.112819844904e-12      -4.602811701109e-12       1.140445766910e-14       2.062375113485e-15       4.628215098051e-16      -1.013296144456e-16 
 1304       9.747228882139e-11       4.110477130766e-12      -4.694729990623e-12       1.139622749328e-14       2.056186777790e-15       4.660921879886e-16      -1.012112129246e-16 
 1305       9.740430215079e-11       4.107619340018e-12      -4.786076472681e-12       1.138809471805e-14       2.050021223778e-15       4.692279304187e-16      -1.010803805573e-16 
 1306       9.734403783192e-11       4.104244528357e-12      -4.876803453846e-12       1.138006078277e-14       2.043878310053e-15       4.722213923998e-16      -1.009372024157e-16 
 1307       9.729146436701e-11       4.100351907387e-12      -4.966866752346e-12       1.137212682802e-14       2.037757906476e-15       4.750672101935e-16      -1.007817696465e-16 
 1308       9.724649050950e-11       4.095945330424e-12      -5.056237107777e-12       1.136429277780e-14       2.031659933182e-15       4.777680946293e-16      -1.006141954404e-16 
 1309       9.720900941695e-11       4.091029845692e-12      -5.144888898008e-12       1.135655824706e-14       2.025584321995e-15       4.803288055043e-16      -1.004345992450e-16 
 1310       9.717891342790e-11       4.085610542740e-12      -5.232796362546e-12       1.134892284553e-14       2.019531003501e-15       4.827541348550e-16      -1.002431014825e-16 
 1311       9.715609406022e-11       4.079692552528e-12      -5.319933602291e-12       1.134138617763e-14       2.013499907048e-15       4.850489070213e-16      -1.000398235516e-16 
 1312       9.714044200941e-11       4.073281047505e-12      -5.406274579283e-12       1.133394784251e-14       2.007490960747e-15       4.872179787099e-16      -9.982488782928e-17 
 1313       9.713184714695e-11       4.066381241703e-12      -5.491793116452e-12       1.132660743402e-14       2.001504091460e-15       4.892662390580e-16      -9.959841767328e-17 
 1314       9.713019851862e-11       4.058998390819e-12      -5.576462897361e-12       1.131936454071e-14       1.995539224806e-15       4.911986096966e-16      -9.936053742377e-17 
 1315       9.713538434284e-11       4.051137792298e-12      -5.660257465965e-12       1.131221874580e-14       1.989596285153e-15       4.930200448143e-16      -9.911137240544e-17 
 1316       9.714729200897e-11       4.042804785422e-12      -5.743150226348e-12       1.130516962715e-14       1.983675195615e-15       4.947355312207e-16      -9.885104892957e-17 
 1317       9.716580807567e-11       4.034004751395e-12      -5.825114442481e-12       1.129821675732e-14       1.977775878054e-15       4.963500884102e-16      -9.857969429596e-17 
 1318       9.719081826922e-11       4.024743113425e-12      -5.906123237966e-12       1.129135970348e-14       1.971898253068e-15       4.978687686253e-16      -9.829743679500e-17 
 1319       9.722220748185e-11       4.015025336813e-12      -5.986149595786e-12       1.128459802743e-14       1.966042239997e-15       4.992966569201e-16      -9.800440570965e-17 
 1320       9.725985977003e-11       4.004856929038e-12      -6.065166358053e-12       1.127793128560e-14       1.960207756914e-15       5.006388712242e-16      -9.770073131748e-17 
 1321       9.730365835289e-11       3.994243439839e-12      -6.143146225757e-12       1.127135902900e-14       1.954394720627e-15       5.019005624061e-16      -9.738654489264e-17 
 1322       9.735348561043e-11       3.983190461306e-12      -6.220061758515e-12       1.126488080327e-14       1.948603046670e-15       5.030869143365e-16      -9.706197870790e-17 
 1323       9.740922308195e-11       3.971703627960e-12      -6.295885374320e-12       1.125849614859e-14       1.942832649305e-15       5.042031439523e-16      -9.672716603666e-17 
 1324       9.747075146432e-11       3.959788616841e-12      -6.370589349288e-12       1.125220459973e-14       1.937083441517e-15       5.052545013199e-16      -9.638224115494e-17 
 1325       9.753795061034e-11       3.947451147595e-12      -6.444145817410e-12       1.124600568601e-14       1.931355335010e-15       5.062462696987e-16      -9.602733934343e-17 
 1326       9.761069952705e-11       3.934696982555e-12      -6.516526770296e-12       1.123989893130e-14       1.925648240207e-15       5.071837656049e-16      -9.566259688945e-17 
 1327       9.768887637406e-11       3.921531926829e-12      -6.587704056927e-12       1.123388385398e-14       1.919962066245e-15       5.080723388748e-16      -9.528815108901e-17 
 1328       9.777235846188e-11       3.907961828387e-12      -6.657649383405e-12       1.122795996697e-14       1.914296720969e-15       5.089173727287e-16      -9.490414024879e-17 
 1329       9.786102225026e-11       3.893992578143e-12      -6.726334312696e-12       1.122212677769e-14       1.908652110937e-15       5.097242838338e-16      -9.451070368815e-17 
 1330       9.795474334652e-11       3.879630110043e-12      -6.793730264385e-12       1.121638378804e-14       1.903028141409e-15       5.104985223688e-16      -9.410798174116e-17 
 1331       9.805339650384e-11       3.864880401148e-12      -6.859808514421e-12       1.121073049442e-14       1.897424716348e-15       5.112455720863e-16      -9.369611575862e-17 
 1332       9.815685561963e-11       3.849749471723e-12      -6.924540194867e-12       1.120516638770e-14       1.891841738416e-15       5.119709503772e-16      -9.327524811002e-17 
 1333       9.826499373387e-11       3.834243385317e-12      -6.987896293648e-12       1.119969095319e-14       1.886279108971e-15       5.126802083341e-16      -9.284552218560e-17 
 1334       9.837768302738e-11       3.818368248855e-12      -7.049847654299e-12       1.119430367066e-14       1.880736728065e-15       5.133789308144e-16      -9.240708239835e-17 
 1335       9.849479482019e-11       3.802130212716e-12      -7.110364975718e-12       1.118900401430e-14       1.875214494439e-15       5.140727365044e-16      -9.196007418600e-17 
 1336       9.861619956988e-11       3.785535470826e-12      -7.169418811907e-12       1.118379145274e-14       1.869712305522e-15       5.147672779826e-16      -9.150464401307e-17 
 1337       9.874176686987e-11       3.768590260737e-12      -7.226979571729e-12       1.117866544900e-14       1.864230057428e-15       5.154682417834e-16      -9.104093937283e-17 
 1338       9.887136544779e-11       3.751300863717e-12      -7.283017518650e-12       1.117362546051e-14       1.858767644949e-15       5.161813484605e-16      -9.056910878937e-17 
 1339       9.900486316377e-11       3.733673604832e-12      -7.337502770492e-12       1.116867093906e-14       1.853324961558e-15       5.169123526504e-16      -9.008930181954e-17 
 1340       9.914212700879e-11       3.715714853032e-12      -7.390405299179e-12       1.116380133085e-14       1.847901899403e-15       5.176670431364e-16      -8.960166905504e-17 
 1341       9.928302310300e-11       3.697431021241e-12      -7.441694930488e-12       1.115901607640e-14       1.842498349303e-15       5.184512429116e-16      -8.910636212437e-17 
 1342       9.942741669408e-11       3.678828566433e-12      -7.491341343796e-12       1.115431461060e-14       1.837114200746e-15       5.192708092427e-16      -8.860353369486e-17 
 1343       9.957517215550e-11       3.659913989729e-12      -7.539314071828e-12       1.114969636267e-14       1.831749341887e-15       5.201316337337e-16      -8.809333747471e-17 
 1344       9.972615298493e-11       3.640693836471e-12      -7.585582500409e-12       1.114516075615e-14       1.826403659545e-15       5.210396423893e-16      -8.757592821493e-17 
 1345       9.988022180251e-11       3.621174696316e-12      -7.630115868210e-12       1.114070720889e-14       1.821077039195e-15       5.220007956784e-16      -8.705146171145e-17 
 1346       1.000372417531e-10       3.601363465380e-12      -7.672888384744e-12       1.113633497371e-14       1.815769375202e-15       5.230194677235e-16      -8.652008503152e-17 
 1347       1.001970807329e-10       3.581268135635e-12      -7.713894645702e-12       1.113204265840e-14       1.810480601609e-15       5.240935644739e-16      -8.598190707310e-17 
 1348       1.003596072055e-10       3.560897014256e-12      -7.753134384583e-12       1.112782870051e-14       1.805210661674e-15       5.252193526256e-16      -8.543702768968e-17 
 1349       1.005246888003e-10       3.540258462445e-12      -7.790607369723e-12       1.112369152612e-14       1.799959497668e-15       5.263930756408e-16      -8.488554743816e-17 
 1350       1.006921923115e-10       3.519360895525e-12      -7.826313404384e-12       1.111962954987e-14       1.794727050874e-15       5.276109537038e-16      -8.432756758018e-17 
 1351       1.008619836957e-10       3.498212783052e-12      -7.860252326842e-12       1.111564117491e-14       1.789513261583e-15       5.288691836775e-16      -8.376319008353e-17 
 1352       1.010339280710e-10       3.476822648910e-12      -7.892424010472e-12       1.111172479289e-14       1.784318069094e-15       5.301639390596e-16      -8.319251762347e-17 
 1353       1.012078897151e-10       3.455199071420e-12      -7.922828363840e-12       1.110787878393e-14       1.779141411709e-15       5.314913699389e-16      -8.261565358412e-17 
 1354       1.013837320640e-10       3.433350683436e-12      -7.951465330786e-12       1.110410151661e-14       1.773983226734e-15       5.328476029515e-16      -8.203270205983e-17 
 1355       1.015613177099e-10       3.411286172454e-12      -7.978334890514e-12       1.110039134791e-14       1.768843450473e-15       5.342287412373e-16      -8.144376785652e-17 
 1356       1.017405084002e-10       3.389014280712e-12      -8.003437057678e-12       1.109674662326e-14       1.763722018230e-15       5.356308643961e-16      -8.084895649304e-17 
 1357       1.019211650357e-10       3.366543805293e-12      -8.026771882470e-12       1.109316567643e-14       1.758618864300e-15       5.370500284437e-16      -8.024837420257e-17 
 1358       1.021031476687e-10       3.343883598225e-12      -8.048339450709e-12       1.108964682956e-14       1.753533921975e-15       5.384822657686e-16      -7.964212793397e-17 
 1359       1.022863155020e-10       3.321042566590e-12      -8.068139883924e-12       1.108618839315e-14       1.748467123536e-15       5.399235850880e-16      -7.903032535311e-17 
 1360       1.024705268870e-10       3.298029672621e-12      -8.086173339447e-12       1.108278866598e-14       1.743418400250e-15       5.413699714043e-16      -7.841307484428e-17 
 1361       1.026556393219e-10       3.274853933807e-12      -8.102440010498e-12       1.107944593515e-14       1.738387682374e-15       5.428173859609e-16      -7.779048551154e-17 
 1362       1.028415094508e-10       3.251524422996e-12      -8.116940126269e-12       1.107615847600e-14       1.733374899144e-15       5.442617661991e-16      -7.716266718006e-17 
 1363       1.030279930613e-10       3.228050268497e-12      -8.129673952019e-12       1.107292455214e-14       1.728379978782e-15       5.456990257140e-16      -7.652973039751e-17 
 1364       1.032149450836e-10       3.204440654183e-12      -8.140641789155e-12       1.106974241538e-14       1.723402848484e-15       5.471250542107e-16      -7.589178643543e-17 
 1365       1.034022195885e-10       3.180704819593e-12      -8.149843975321e-12       1.106661030575e-14       1.718443434427e-15       5.485357174610e-16      -7.524894729056e-17 
 1366       1.035896697860e-10       3.156852060037e-12      -8.157280884487e-12       1.106352645145e-14       1.713501661759e-15       5.499268572593e-16      -7.460132568625e-17 
 1367       1.037771480237e-10       3.132891726695e-12      -8.162952927035e-12       1.106048906884e-14       1.708577454600e-15       5.512942913789e-16      -7.394903507378e-17 
 1368       1.039645057852e-10       3.108833226725e-12      -8.166860549848e-12       1.105749636238e-14       1.703670736042e-15       5.526338135286e-16      -7.329218963375e-17 
 1369       1.041515936885e-10       3.084686023359e-12      -8.169004236396e-12       1.105454652468e-14       1.698781428143e-15       5.539411933087e-16      -7.263090427742e-17 
 1370       1.043382614845e-10       3.060459636012e-12      -8.169384506822e-12       1.105163773642e-14       1.693909451924e-15       5.552121761672e-16      -7.196529464813e-17 
 1371       1.045243580553e-10       3.036163640380e-12      -8.168001918034e-12       1.104876816633e-14       1.689054727372e-15       5.564424833562e-16      -7.129547712258e-17 
 1372       1.047097314128e-10       3.011807668548e-12      -8.164857063788e-12       1.104593597120e-14       1.684217173431e-15       5.576278118885e-16      -7.062156881228e-17 
 1373       1.048942286969e-10       2.987401409087e-12      -8.159950574777e-12       1.104313929582e-14       1.679396708006e-15       5.587638344933e-16      -6.994368756484e-17 
 1374       1.050776961742e-10       2.962954607158e-12      -8.153283118721e-12       1.104037627300e-14       1.674593247955e-15       5.598461995729e-16      -6.926195196538e-17 
 1375       1.052599792360e-10       2.938477064620e-12      -8.144855400449e-12       1.103764502349e-14       1.669806709090e-15       5.608705311586e-16      -6.857648133788e-17 
 1376       1.054409223973e-10       2.913978640124e-12      -8.134668161990e-12       1.103494365601e-14       1.665037006175e-15       5.618324288675e-16      -6.788739574655e-17 
 1377       1.056203692946e-10       2.889469249226e-12      -8.122722182662e-12       1.103227026719e-14       1.660284052922e-15       5.627274678585e-16      -6.719481599718e-17 
 1378       1.057981626848e-10       2.864958864479e-12      -8.109018279155e-12       1.102962294159e-14       1.655547761988e-15       5.635511987882e-16      -6.649886363852e-17 
 1379       1.059741444434e-10       2.840457515543e-12      -8.093557305623e-12       1.102699975163e-14       1.650828044977e-15       5.642991477680e-16      -6.579966096363e-17 
 1380       1.061481555630e-10       2.815975289286e-12      -8.076340153768e-12       1.102439875759e-14       1.646124812431e-15       5.649668163196e-16      -6.509733101126e-17 
 1381       1.063200361516e-10       2.791522329886e-12      -8.057367752927e-12       1.102181800759e-14       1.641437973834e-15       5.655496813319e-16      -6.439199756720e-17 
 1382       1.064896254312e-10       2.767108838935e-12      -8.036641070165e-12       1.101925553756e-14       1.636767437606e-15       5.660431950167e-16      -6.368378516564e-17 
 1383       1.066567617361e-10       2.742745075538e-12      -8.014161110355e-12       1.101670937122e-14       1.632113111102e-15       5.664427848654e-16      -6.297281909055e-17 
 1384       1.068212825113e-10       2.718441356422e-12      -7.989928916272e-12       1.101417752005e-14       1.627474900608e-15       5.667438536053e-16      -6.225922537705e-17 
 1385       1.069830385795e-10       2.694207391996e-12      -7.963949004416e-12       1.101165804194e-14       1.622852719614e-15       5.669429146306e-16      -6.154312257501e-17 
 1386       1.071419371090e-10       2.670050286675e-12      -7.936239712018e-12       1.100914921777e-14       1.618246513714e-15       5.670410115021e-16      -6.082459694216e-17 
 1387       1.072978990963e-10       2.645976517650e-12      -7.906822959456e-12       1.100664937664e-14       1.613656235964e-15       5.670403344648e-16      -6.010372699177e-17 
 1388       1.074508451382e-10       2.621992597069e-12      -7.875720824733e-12       1.100415683736e-14       1.609081838630e-15       5.669430882765e-16      -5.938059170750e-17 
