# dimensionless total lensed [l(l+1)/2pi] C_l's
# for l=2 to 2500, i.e. number of multipoles equal to 2499
#
# -> if you prefer output in CAMB/HealPix/LensPix units/order, set 'format' to 'camb' in input file
# -> if you don't want to see such a header, set 'headers' to 'no' in input file
# -> for CMB lensing (phi), these are C_l^phi-phi for the lensing potential.
#    Remember the conversion factors:
#    C_l^dd (deflection) = l(l+1) C_l^phi-phi
#    C_l^gg (shear/convergence) = 1/4 (l(l+1))^2 C_l^phi-phi
#
# 1:l     2:TT                     3:EE                     4:TE                     5:BB                     6:phiphi                 7:TPhi                   8:Ephi               
 2205       1.884011700468e-11       8.124203764642e-13      -4.684945531986e-13       4.962827876163e-15       2.495220177817e-16       3.299800156387e-17       7.320516900254e-18 
 2206       1.877242843456e-11       8.136031720414e-13      -4.742465053389e-13       4.956137715973e-15       2.490582089795e-16       3.265580509070e-17       7.363245483003e-18 
 2207       1.870548501750e-11       8.147407758479e-13      -4.801277982475e-13       4.949460668920e-15       2.485954599954e-16       3.231482726978e-17       7.405366668978e-18 
 2208       1.863928657053e-11       8.158328364403e-13      -4.861345882892e-13       4.942796867555e-15       2.481337682907e-16       3.197514690586e-17       7.446832796926e-18 
 2209       1.857383290382e-11       8.168790014422e-13      -4.922630169960e-13       4.936146444724e-15       2.476731313041e-16       3.163684307703e-17       7.487596037739e-18 
 2210       1.850912382066e-11       8.178789175431e-13      -4.985092110501e-13       4.929509533576e-15       2.472135464520e-16       3.129999513494e-17       7.527608394269e-18 
 2211       1.844515911745e-11       8.188322304978e-13      -5.048692822667e-13       4.922886267557e-15       2.467550111283e-16       3.096468270519e-17       7.566821701135e-18 
 2212       1.838193858368e-11       8.197385851251e-13      -5.113393275768e-13       4.916276780411e-15       2.462975227044e-16       3.063098568755e-17       7.605187624540e-18 
 2213       1.831946200195e-11       8.205976253072e-13      -5.179154290104e-13       4.909681206184e-15       2.458410785291e-16       3.029898425633e-17       7.642657662079e-18 
 2214       1.825772914792e-11       8.214089939885e-13      -5.245936536789e-13       4.903099679220e-15       2.453856759285e-16       2.996875886066e-17       7.679183142554e-18 
 2215       1.819673979036e-11       8.221723331749e-13      -5.313700537586e-13       4.896532334164e-15       2.449313122062e-16       2.964039022477e-17       7.714715225784e-18 
 2216       1.813649369105e-11       8.228872839327e-13      -5.382406664730e-13       4.889979305961e-15       2.444779846431e-16       2.931395934835e-17       7.749204902417e-18 
 2217       1.807699060486e-11       8.235534863878e-13      -5.452015140759e-13       4.883440729856e-15       2.440256904975e-16       2.898954750679e-17       7.782602993743e-18 
 2218       1.801823027967e-11       8.241705797247e-13      -5.522486038343e-13       4.876916741395e-15       2.435744270050e-16       2.866723625153e-17       7.814860151505e-18 
 2219       1.796021245642e-11       8.247382021856e-13      -5.593779280113e-13       4.870407476426e-15       2.431241913781e-16       2.834710741036e-17       7.845926857711e-18 
 2220       1.790293686904e-11       8.252559910695e-13      -5.665854638490e-13       4.863913071096e-15       2.426749808071e-16       2.802924308768e-17       7.875753424446e-18 
 2221       1.784640324450e-11       8.257235827311e-13      -5.738671735513e-13       4.857433661857e-15       2.422267924590e-16       2.771372566489e-17       7.904289993685e-18 
 2222       1.779061130273e-11       8.261406125802e-13      -5.812190042668e-13       4.850969385459e-15       2.417796234781e-16       2.740063780058e-17       7.931486537102e-18 
 2223       1.773556075669e-11       8.265067150804e-13      -5.886368880716e-13       4.844520378956e-15       2.413334709860e-16       2.709006243095e-17       7.957292855885e-18 
 2224       1.768125131229e-11       8.268215237486e-13      -5.961167419525e-13       4.838086779705e-15       2.408883320812e-16       2.678208277002e-17       7.981658580548e-18 
 2225       1.762768266842e-11       8.270846711535e-13      -6.036544677894e-13       4.831668725363e-15       2.404442038393e-16       2.647678231000e-17       8.004533170739e-18 
 2226       1.757485451693e-11       8.272957889154e-13      -6.112459523386e-13       4.825266353893e-15       2.400010833130e-16       2.617424482154e-17       8.025865915056e-18 
 2227       1.752276654261e-11       8.274545077045e-13      -6.188870672154e-13       4.818879803557e-15       2.395589675319e-16       2.587455435411e-17       8.045605930859e-18 
 2228       1.747141842319e-11       8.275604572406e-13      -6.265736688772e-13       4.812509212925e-15       2.391178535026e-16       2.557779523620e-17       8.063702164078e-18 
 2229       1.742080982933e-11       8.276132662919e-13      -6.343015986061e-13       4.806154720867e-15       2.386777382087e-16       2.528405207571e-17       8.080103389029e-18 
 2230       1.737094042460e-11       8.276125626739e-13      -6.420666824923e-13       4.799816466558e-15       2.382386186106e-16       2.499340976022e-17       8.094758208222e-18 
 2231       1.732180986549e-11       8.275579732489e-13      -6.498647314163e-13       4.793494589476e-15       2.378004916457e-16       2.470595345730e-17       8.107615052178e-18 
 2232       1.727341780138e-11       8.274491239248e-13      -6.576915410321e-13       4.787189229406e-15       2.373633542281e-16       2.442176861481e-17       8.118622179236e-18 
 2233       1.722576387452e-11       8.272856396541e-13      -6.655428917504e-13       4.780900526434e-15       2.369272032488e-16       2.414094096120e-17       8.127727675369e-18 
 2234       1.717884772007e-11       8.270671444332e-13      -6.734145487209e-13       4.774628620952e-15       2.364920355757e-16       2.386355650583e-17       8.134879453992e-18 
 2235       1.713266896602e-11       8.267932613014e-13      -6.813022618155e-13       4.768373653660e-15       2.360578480531e-16       2.358970153926e-17       8.140025255777e-18 
 2236       1.708722723325e-11       8.264636123397e-13      -6.892017656113e-13       4.762135765558e-15       2.356246375023e-16       2.331946263356e-17       8.143112648464e-18 
 2237       1.704252213545e-11       8.260778186704e-13      -6.971087793731e-13       4.755915097956e-15       2.351924007213e-16       2.305292664260e-17       8.144089026670e-18 
 2238       1.699855327916e-11       8.256355004558e-13      -7.050190070366e-13       4.749711792467e-15       2.347611344845e-16       2.279018070239e-17       8.142901611708e-18 
 2239       1.695532026377e-11       8.251362768972e-13      -7.129281371912e-13       4.743525991012e-15       2.343308355432e-16       2.253131223135e-17       8.139497451391e-18 
 2240       1.691282268143e-11       8.245797662344e-13      -7.208318430628e-13       4.737357835816e-15       2.339015006251e-16       2.227640893061e-17       8.133823419849e-18 
 2241       1.687106011715e-11       8.239655857442e-13      -7.287257824968e-13       4.731207469413e-15       2.334731264346e-16       2.202555878435e-17       8.125826217338e-18 
 2242       1.683003214870e-11       8.232933517400e-13      -7.366055979408e-13       4.725075034642e-15       2.330457096525e-16       2.177885006007e-17       8.115452370057e-18 
 2243       1.678973711544e-11       8.225628200088e-13      -7.444672004862e-13       4.718960641193e-15       2.326192471396e-16       2.153634705240e-17       8.102666665225e-18 
 2244       1.675016841590e-11       8.217743081265e-13      -7.523076240523e-13       4.712864264995e-15       2.321937365485e-16       2.129801714087e-17       8.087507588231e-18 
 2245       1.671131818601e-11       8.209282758976e-13      -7.601241767431e-13       4.706785848173e-15       2.317691757158e-16       2.106380325665e-17       8.070032246946e-18 
 2246       1.667317852806e-11       8.200251851689e-13      -7.679141572848e-13       4.700725332441e-15       2.313455624588e-16       2.083364809555e-17       8.050297969557e-18 
 2247       1.663574151066e-11       8.190654998326e-13      -7.756748550155e-13       4.694682659103e-15       2.309228945753e-16       2.060749411778e-17       8.028362304818e-18 
 2248       1.659899916872e-11       8.180496858283e-13      -7.834035498744e-13       4.688657769053e-15       2.305011698442e-16       2.038528354763e-17       8.004283022302e-18 
 2249       1.656294350338e-11       8.169782111459e-13      -7.910975123923e-13       4.682650602775e-15       2.300803860248e-16       2.016695837325e-17       7.978118112650e-18 
 2250       1.652756648199e-11       8.158515458273e-13      -7.987540036803e-13       4.676661100341e-15       2.296605408572e-16       1.995246034631e-17       7.949925787827e-18 
 2251       1.649286003807e-11       8.146701619695e-13      -8.063702754201e-13       4.670689201409e-15       2.292416320620e-16       1.974173098178e-17       7.919764481369e-18 
 2252       1.645881607127e-11       8.134345337266e-13      -8.139435698536e-13       4.664734845227e-15       2.288236573406e-16       1.953471155765e-17       7.887692848635e-18 
 2253       1.642542644730e-11       8.121451373124e-13      -8.214711197721e-13       4.658797970629e-15       2.284066143747e-16       1.933134311462e-17       7.853769767062e-18 
 2254       1.639268299796e-11       8.108024510030e-13      -8.289501485066e-13       4.652878516035e-15       2.279905008268e-16       1.913156645585e-17       7.818054336412e-18 
 2255       1.636057752103e-11       8.094069551387e-13      -8.363778699168e-13       4.646976419451e-15       2.275753143399e-16       1.893532214670e-17       7.780605879027e-18 
 2256       1.632910178026e-11       8.079591321268e-13      -8.437514883812e-13       4.641091618467e-15       2.271610525372e-16       1.874255051443e-17       7.741483940078e-18 
 2257       1.629824750533e-11       8.064594664443e-13      -8.510681987868e-13       4.635224050260e-15       2.267477130227e-16       1.855319164794e-17       7.700748287818e-18 
 2258       1.626800639182e-11       8.049084446394e-13      -8.583251865183e-13       4.629373651590e-15       2.263352933807e-16       1.836718539747e-17       7.658458913831e-18 
 2259       1.623837010114e-11       8.033065553350e-13      -8.655196274482e-13       4.623540358800e-15       2.259237911759e-16       1.818447137438e-17       7.614676033288e-18 
 2260       1.620933026052e-11       8.016542892304e-13      -8.726486879261e-13       4.617724107816e-15       2.255132039535e-16       1.800498895083e-17       7.569460085193e-18 
 2261       1.618087846297e-11       7.999521391039e-13      -8.797095247689e-13       4.611924834147e-15       2.251035292390e-16       1.782867725950e-17       7.522871732638e-18 
 2262       1.615300626722e-11       7.982005998155e-13      -8.866992852496e-13       4.606142472885e-15       2.246947645381e-16       1.765547519337e-17       7.474971863054e-18 
 2263       1.612570519767e-11       7.964001683087e-13      -8.936151070878e-13       4.600376958702e-15       2.242869073370e-16       1.748532140538e-17       7.425821588462e-18 
 2264       1.609896674442e-11       7.945513436136e-13      -9.004541184389e-13       4.594628225850e-15       2.238799551021e-16       1.731815430819e-17       7.375482245723e-18 
 2265       1.607278236314e-11       7.926546268491e-13      -9.072134378837e-13       4.588896208163e-15       2.234739052800e-16       1.715391207392e-17       7.324015396793e-18 
 2266       1.604714347508e-11       7.907105212249e-13      -9.138901744185e-13       4.583180839054e-15       2.230687552977e-16       1.699253263385e-17       7.271482828970e-18 
 2267       1.602204146704e-11       7.887195320446e-13      -9.204814274441e-13       4.577482051515e-15       2.226645025622e-16       1.683395367814e-17       7.217946555149e-18 
 2268       1.599746769129e-11       7.866821667076e-13      -9.269842867559e-13       4.571799778118e-15       2.222611444608e-16       1.667811265558e-17       7.163468814072e-18 
 2269       1.597341346557e-11       7.845989347118e-13      -9.333958325337e-13       4.566133951011e-15       2.218586783608e-16       1.652494677330e-17       7.108112070579e-18 
 2270       1.594987007303e-11       7.824703476559e-13      -9.397131353309e-13       4.560484501920e-15       2.214571016099e-16       1.637439299650e-17       7.051939015861e-18 
 2271       1.592682876218e-11       7.802969192419e-13      -9.459332560643e-13       4.554851362151e-15       2.210564115356e-16       1.622638804820e-17       6.995012567709e-18 
 2272       1.590428074689e-11       7.780791652774e-13      -9.520532460039e-13       4.549234462581e-15       2.206566054456e-16       1.608086840890e-17       6.937395870769e-18 
 2273       1.588221720630e-11       7.758176036782e-13      -9.580701467625e-13       4.543633733668e-15       2.202576806276e-16       1.593777031638e-17       6.879152296789e-18 
