# dimensionless total [l(l+1)/2pi] C_l's
# for l=2 to 3000, i.e. number of multipoles equal to 2999
#
# -> if you prefer output in CAMB/HealPix/LensPix units/order, set 'format' to 'camb' in input file
# -> if you don't want to see such a header, set 'headers' to 'no' in input file
# -> for CMB lensing (phi), these are C_l^phi-phi for the lensing potential.
#    Remember the conversion factors:
#    C_l^dd (deflection) = l(l+1) C_l^phi-phi
#    C_l^gg (shear/convergence) = 1/4 (l(l+1))^2 C_l^phi-phi
#
# 1:l     2:TT                     3:phiphi                 4:TPhi               
 2271       1.403312253180e-11       5.919019672806e-17       7.017338696120e-17 
 2272       1.401866284232e-11       5.906958884101e-17       6.994796583805e-17 
 2273       1.400500981895e-11       5.894926770582e-17       6.972435052431e-17 
 2274       1.399214907626e-11       5.882923252016e-17       6.950247036939e-17 
 2275       1.398006617241e-11       5.870948247560e-17       6.928225445938e-17 
 2276       1.396874660911e-11       5.859001675766e-17       6.906363161681e-17 
 2277       1.395817583150e-11       5.847083454573e-17       6.884653040033e-17 
 2278       1.394833922814e-11       5.835193501315e-17       6.863087910442e-17 
 2279       1.393922213092e-11       5.823331732712e-17       6.841660575908e-17 
 2280       1.393080981501e-11       5.811498064874e-17       6.820363812956e-17 
 2281       1.392308749876e-11       5.799692413300e-17       6.799190371605e-17 
 2282       1.391604034370e-11       5.787914692875e-17       6.778132975339e-17 
 2283       1.390965345442e-11       5.776164817870e-17       6.757184321076e-17 
 2284       1.390391187851e-11       5.764442701941e-17       6.736337079141e-17 
 2285       1.389880060654e-11       5.752748258131e-17       6.715583893235e-17 
 2286       1.389430457195e-11       5.741081398865e-17       6.694917380405e-17 
 2287       1.389040865100e-11       5.729442035951e-17       6.674330131015e-17 
 2288       1.388709766271e-11       5.717830080580e-17       6.653814708717e-17 
 2289       1.388435636880e-11       5.706245443324e-17       6.633363650423e-17 
 2290       1.388216947362e-11       5.694688034136e-17       6.612969466270e-17 
 2291       1.388052151221e-11       5.683157767629e-17       6.592627132926e-17 
 2292       1.387939651387e-11       5.671654578958e-17       6.572341590956e-17 
 2293       1.387877833631e-11       5.660178408039e-17       6.552120295308e-17 
 2294       1.387865077728e-11       5.648729194277e-17       6.531970726357e-17 
 2295       1.387899757450e-11       5.637306876562e-17       6.511900389936e-17 
 2296       1.387980240554e-11       5.625911393273e-17       6.491916817363e-17 
 2297       1.388104888783e-11       5.614542682275e-17       6.472027565466e-17 
 2298       1.388272057856e-11       5.603200680917e-17       6.452240216614e-17 
 2299       1.388480097460e-11       5.591885326033e-17       6.432562378742e-17 
 2300       1.388727351244e-11       5.580596553943e-17       6.413001685380e-17 
 2301       1.389012156814e-11       5.569334300448e-17       6.393565795677e-17 
 2302       1.389332845725e-11       5.558098500833e-17       6.374262394435e-17 
 2303       1.389687743474e-11       5.546889089864e-17       6.355099192130e-17 
 2304       1.390075169496e-11       5.535706001789e-17       6.336083924943e-17 
 2305       1.390493437151e-11       5.524549170336e-17       6.317224354786e-17 
 2306       1.390940853726e-11       5.513418528714e-17       6.298528269331e-17 
 2307       1.391415720421e-11       5.502314009610e-17       6.280003482034e-17 
 2308       1.391916332346e-11       5.491235545190e-17       6.261657832169e-17 
 2309       1.392440978514e-11       5.480183067097e-17       6.243499184847e-17 
 2310       1.392987941834e-11       5.469156506453e-17       6.225535431052e-17 
 2311       1.393555499102e-11       5.458155793854e-17       6.207774487660e-17 
 2312       1.394141920998e-11       5.447180859374e-17       6.190224297475e-17 
 2313       1.394745472080e-11       5.436231632560e-17       6.172892829249e-17 
 2314       1.395364410771e-11       5.425308042436e-17       6.155788077715e-17 
 2315       1.395996989360e-11       5.414410017496e-17       6.138918063610e-17 
 2316       1.396641453989e-11       5.403537485710e-17       6.122290833707e-17 
 2317       1.397296044652e-11       5.392690374520e-17       6.105914460837e-17 
 2318       1.397958995183e-11       5.381868610837e-17       6.089797043924e-17 
 2319       1.398628533253e-11       5.371072121047e-17       6.073946708003e-17 
 2320       1.399302880362e-11       5.360300831002e-17       6.058371604257e-17 
 2321       1.399980251832e-11       5.349554666026e-17       6.043079910037e-17 
 2322       1.400658856802e-11       5.338833550911e-17       6.028079828894e-17 
 2323       1.401336898218e-11       5.328137409919e-17       6.013379590603e-17 
 2324       1.402012572831e-11       5.317466166776e-17       5.998987451195e-17 
 2325       1.402684071186e-11       5.306819744677e-17       5.984911692980e-17 
 2326       1.403349577618e-11       5.296198066282e-17       5.971160624576e-17 
 2327       1.404007270243e-11       5.285601053719e-17       5.957742580939e-17 
 2328       1.404655320955e-11       5.275028628576e-17       5.944665923385e-17 
 2329       1.405291895416e-11       5.264480711910e-17       5.931939039623e-17 
 2330       1.405915153049e-11       5.253957224237e-17       5.919570343781e-17 
 2331       1.406523394824e-11       5.243458090116e-17       5.907565902166e-17 
 2332       1.407115507624e-11       5.232983251906e-17       5.895922294219e-17 
 2333       1.407690522656e-11       5.222532656093e-17       5.884633706776e-17 
 2334       1.408247467909e-11       5.212106248715e-17       5.873694304237e-17 
 2335       1.408785368153e-11       5.201703975367e-17       5.863098228540e-17 
 2336       1.409303244935e-11       5.191325781196e-17       5.852839599140e-17 
 2337       1.409800116574e-11       5.180971610904e-17       5.842912512978e-17 
 2338       1.410274998161e-11       5.170641408744e-17       5.833311044461e-17 
 2339       1.410726901552e-11       5.160335118521e-17       5.824029245432e-17 
 2340       1.411154835365e-11       5.150052683591e-17       5.815061145152e-17 
 2341       1.411557804981e-11       5.139794046864e-17       5.806400750268e-17 
 2342       1.411934812535e-11       5.129559150795e-17       5.798042044792e-17 
 2343       1.412284856916e-11       5.119347937393e-17       5.789978990077e-17 
 2344       1.412606933760e-11       5.109160348214e-17       5.782205524789e-17 
 2345       1.412900035452e-11       5.098996324363e-17       5.774715564881e-17 
 2346       1.413163151119e-11       5.088855806492e-17       5.767503003575e-17 
 2347       1.413395266626e-11       5.078738734801e-17       5.760561711329e-17 
 2348       1.413595364576e-11       5.068645049036e-17       5.753885535816e-17 
 2349       1.413762424302e-11       5.058574688491e-17       5.747468301900e-17 
 2350       1.413895421867e-11       5.048527592002e-17       5.741303811609e-17 
 2351       1.413993330061e-11       5.038503697954e-17       5.735385844109e-17 
 2352       1.414055118394e-11       5.028502944272e-17       5.729708155682e-17 
 2353       1.414079753096e-11       5.018525268429e-17       5.724264479701e-17 
 2354       1.414066197113e-11       5.008570607437e-17       5.719048526602e-17 
 2355       1.414013410101e-11       4.998638897854e-17       5.714053983862e-17 
 2356       1.413920348426e-11       4.988730075778e-17       5.709274515971e-17 
 2357       1.413785965160e-11       4.978844076849e-17       5.704703764411e-17 
 2358       1.413609210075e-11       4.968980836246e-17       5.700335347628e-17 
 2359       1.413389029643e-11       4.959140288691e-17       5.696162861009e-17 
 2360       1.413124367028e-11       4.949322368445e-17       5.692179876854e-17 
 2361       1.412814162090e-11       4.939527009305e-17       5.688379944356e-17 
 2362       1.412457351373e-11       4.929754144610e-17       5.684756589571e-17 
 2363       1.412052868108e-11       4.920003707234e-17       5.681303315397e-17 
 2364       1.411599642207e-11       4.910275629592e-17       5.678013601545e-17 
 2365       1.411096600260e-11       4.900569843631e-17       5.674880904519e-17 
 2366       1.410542665530e-11       4.890886280837e-17       5.671898657586e-17 
 2367       1.409936757953e-11       4.881224872231e-17       5.669060270755e-17 
 2368       1.409277794132e-11       4.871585548368e-17       5.666359130751e-17 
 2369       1.408564687335e-11       4.861968239337e-17       5.663788600988e-17 
 2370       1.407796347489e-11       4.852372874762e-17       5.661342021545e-17 
 2371       1.406971874789e-11       4.842799387790e-17       5.659013582405e-17 
 2372       1.406091141830e-11       4.833247727084e-17       5.656800949092e-17 
 2373       1.405154215061e-11       4.823717844903e-17       5.654702653197e-17 
 2374       1.404161161504e-11       4.814209693121e-17       5.652717220580e-17 
 2375       1.403112048754e-11       4.804723223219e-17       5.650843171367e-17 
 2376       1.402006944980e-11       4.795258386294e-17       5.649079019941e-17 
 2377       1.400845918926e-11       4.785815133050e-17       5.647423274937e-17 
 2378       1.399629039912e-11       4.776393413802e-17       5.645874439235e-17 
 2379       1.398356377833e-11       4.766993178477e-17       5.644431009955e-17 
 2380       1.397028003162e-11       4.757614376608e-17       5.643091478450e-17 
 2381       1.395643986948e-11       4.748256957338e-17       5.641854330299e-17 
 2382       1.394204400821e-11       4.738920869418e-17       5.640718045300e-17 
 2383       1.392709316987e-11       4.729606061208e-17       5.639681097467e-17 
 2384       1.391158808234e-11       4.720312480673e-17       5.638741955020e-17 
 2385       1.389552947930e-11       4.711040075386e-17       5.637899080381e-17 
 2386       1.387891810024e-11       4.701788792525e-17       5.637150930168e-17 
 2387       1.386175469047e-11       4.692558578875e-17       5.636495955184e-17 
 2388       1.384404000113e-11       4.683349380824e-17       5.635932600419e-17 
 2389       1.382577478919e-11       4.674161144368e-17       5.635459305035e-17 
 2390       1.380695981747e-11       4.664993815103e-17       5.635074502366e-17 
 2391       1.378759585462e-11       4.655847338233e-17       5.634776619909e-17 
 2392       1.376768367516e-11       4.646721658561e-17       5.634564079317e-17 
 2393       1.374722405947e-11       4.637616720494e-17       5.634435296395e-17 
 2394       1.372621779381e-11       4.628532468044e-17       5.634388681092e-17 
 2395       1.370466567029e-11       4.619468844819e-17       5.634422637494e-17 
 2396       1.368256848695e-11       4.610425794033e-17       5.634535563821e-17 
 2397       1.365992704767e-11       4.601403258498e-17       5.634725852415e-17 
 2398       1.363674216227e-11       4.592401180626e-17       5.634991889742e-17 
 2399       1.361301464645e-11       4.583419502431e-17       5.635332056376e-17 
 2400       1.358874532184e-11       4.574458165523e-17       5.635744727000e-17 
 2401       1.356393501599e-11       4.565517111113e-17       5.636228270398e-17 
 2402       1.353858456236e-11       4.556596280007e-17       5.636781049446e-17 
 2403       1.351269480037e-11       4.547695612612e-17       5.637401421107e-17 
 2404       1.348626657537e-11       4.538815048930e-17       5.638087736429e-17 
 2405       1.345930073865e-11       4.529954528559e-17       5.638838340530e-17 
 2406       1.343179814748e-11       4.521113990696e-17       5.639651572601e-17 
 2407       1.340375966507e-11       4.512293374130e-17       5.640525765892e-17 
 2408       1.337518616063e-11       4.503492617247e-17       5.641459247710e-17 
 2409       1.334607850932e-11       4.494711658027e-17       5.642450339414e-17 
 2410       1.331643759230e-11       4.485950434044e-17       5.643497356402e-17 
 2411       1.328626554368e-11       4.477208885955e-17       5.644599577210e-17 
 2412       1.325556949965e-11       4.468486967998e-17       5.645760157219e-17 
 2413       1.322435787216e-11       4.459784637552e-17       5.646983232628e-17 
 2414       1.319263910401e-11       4.451101851664e-17       5.648272952975e-17 
 2415       1.316042166892e-11       4.442438567037e-17       5.649633481151e-17 
 2416       1.312771407155e-11       4.433794740038e-17       5.651068993415e-17 
 2417       1.309452484754e-11       4.425170326692e-17       5.652583679405e-17 
 2418       1.306086256352e-11       4.416565282684e-17       5.654181742153e-17 
 2419       1.302673581718e-11       4.407979563362e-17       5.655867398103e-17 
 2420       1.299215323729e-11       4.399413123727e-17       5.657644877115e-17 
 2421       1.295712348370e-11       4.390865918444e-17       5.659518422488e-17 
 2422       1.292165524741e-11       4.382337901832e-17       5.661492290970e-17 
 2423       1.288575725062e-11       4.373829027871e-17       5.663570752770e-17 
 2424       1.284943824670e-11       4.365339250196e-17       5.665758091575e-17 
 2425       1.281270702027e-11       4.356868522099e-17       5.668058604561e-17 
 2426       1.277557238723e-11       4.348416796530e-17       5.670476602408e-17 
 2427       1.273804319477e-11       4.339984026093e-17       5.673016409314e-17 
 2428       1.270012832143e-11       4.331570163048e-17       5.675682363008e-17 
 2429       1.266183667712e-11       4.323175159310e-17       5.678478814762e-17 
 2430       1.262317720315e-11       4.314798966451e-17       5.681410129410e-17 
 2431       1.258415887226e-11       4.306441535693e-17       5.684480685356e-17 
 2432       1.254479068867e-11       4.298102817915e-17       5.687694874588e-17 
 2433       1.250508168810e-11       4.289782763648e-17       5.691057102699e-17 
 2434       1.246504093780e-11       4.281481323076e-17       5.694571788889e-17 
 2435       1.242467753659e-11       4.273198446036e-17       5.698243365989e-17 
 2436       1.238400061490e-11       4.264934082017e-17       5.702076280469e-17 
 2437       1.234301933479e-11       4.256688180158e-17       5.706074992454e-17 
 2438       1.230174288997e-11       4.248460689252e-17       5.710243975737e-17 
 2439       1.226018050588e-11       4.240251557739e-17       5.714587717791e-17 
 2440       1.221834143967e-11       4.232060733714e-17       5.719110719786e-17 
 2441       1.217623498026e-11       4.223888164918e-17       5.723817496601e-17 
 2442       1.213387044838e-11       4.215733798743e-17       5.728712576836e-17 
 2443       1.209125719658e-11       4.207597582229e-17       5.733800502830e-17 
 2444       1.204840460929e-11       4.199479462066e-17       5.739085830670e-17 
 2445       1.200532210282e-11       4.191379384592e-17       5.744573130207e-17 
 2446       1.196201912541e-11       4.183297295791e-17       5.750266985070e-17 
 2447       1.191850515729e-11       4.175233141297e-17       5.756171992679e-17 
 2448       1.187478971065e-11       4.167186866388e-17       5.762292764258e-17 
 2449       1.183088232975e-11       4.159158415989e-17       5.768633924850e-17 
 2450       1.178679259087e-11       4.151147734674e-17       5.775200113330e-17 
 2451       1.174253011445e-11       4.143154769721e-17       5.781993025576e-17 
 2452       1.169810460120e-11       4.135179480331e-17       5.789002524642e-17 
 2453       1.165352579625e-11       4.127221828464e-17       5.796215477508e-17 
 2454       1.160880347717e-11       4.119281775787e-17       5.803618707048e-17 
 2455       1.156394745397e-11       4.111359283671e-17       5.811198991990e-17 
 2456       1.151896756916e-11       4.103454313189e-17       5.818943066870e-17 
 2457       1.147387369780e-11       4.095566825118e-17       5.826837621984e-17 
 2458       1.142867574750e-11       4.087696779938e-17       5.834869303345e-17 
 2459       1.138338365846e-11       4.079844137831e-17       5.843024712638e-17 
 2460       1.133800740353e-11       4.072008858681e-17       5.851290407172e-17 
 2461       1.129255698819e-11       4.064190902075e-17       5.859652899838e-17 
 2462       1.124704245064e-11       4.056390227299e-17       5.868098659061e-17 
 2463       1.120147386181e-11       4.048606793343e-17       5.876614108756e-17 
 2464       1.115586132539e-11       4.040840558894e-17       5.885185628281e-17 
 2465       1.111021497785e-11       4.033091482342e-17       5.893799552395e-17 
 2466       1.106454498851e-11       4.025359521776e-17       5.902442171209e-17 
 2467       1.101886155954e-11       4.017644634984e-17       5.911099730143e-17 
 2468       1.097317492601e-11       4.009946779455e-17       5.919758429878e-17 
 2469       1.092749535591e-11       4.002265912373e-17       5.928404426315e-17 
 2470       1.088183315020e-11       3.994601990624e-17       5.937023830526e-17 
 2471       1.083619864284e-11       3.986954970791e-17       5.945602708709e-17 
 2472       1.079060220079e-11       3.979324809153e-17       5.954127082144e-17 
 2473       1.074505422412e-11       3.971711461689e-17       5.962582927148e-17 
 2474       1.069956514594e-11       3.964114884071e-17       5.970956175027e-17 
 2475       1.065414543252e-11       3.956535031672e-17       5.979232712032e-17 
 2476       1.060880558330e-11       3.948971859558e-17       5.987398379317e-17 
 2477       1.056355613088e-11       3.941425322492e-17       5.995438972888e-17 
 2478       1.051840764110e-11       3.933895374932e-17       6.003340243560e-17 
 2479       1.047337071309e-11       3.926381971031e-17       6.011087896912e-17 
 2480       1.042845597922e-11       3.918885064637e-17       6.018667593244e-17 
 2481       1.038367410523e-11       3.911404609292e-17       6.026064947525e-17 
 2482       1.033903579021e-11       3.903940558231e-17       6.033265529356e-17 
 2483       1.029455176663e-11       3.896492864384e-17       6.040254862918e-17 
 2484       1.025023280040e-11       3.889061480374e-17       6.047018426930e-17 
 2485       1.020608969088e-11       3.881646358516e-17       6.053541654600e-17 
 2486       1.016213327092e-11       3.874247450817e-17       6.059809933587e-17 
 2487       1.011837440692e-11       3.866864708978e-17       6.065808605948e-17 
 2488       1.007482399881e-11       3.859498084390e-17       6.071522968097e-17 
 2489       1.003149298012e-11       3.852147528135e-17       6.076938270755e-17 
 2490       9.988392318020e-12       3.844812990988e-17       6.082039718913e-17 
 2491       9.945532047210e-12       3.837494426107e-17       6.086816345592e-17 
 2492       9.902918365425e-12       3.830191797137e-17       6.091272658126e-17 
 2493       9.860556520940e-12       3.822905070154e-17       6.095417060250e-17 
 2494       9.818451777143e-12       3.815634210978e-17       6.099257984534e-17 
 2495       9.776609412552e-12       3.808379185168e-17       6.102803892412e-17 
 2496       9.735034720833e-12       3.801139958024e-17       6.106063274210e-17 
 2497       9.693733010809e-12       3.793916494587e-17       6.109044649178e-17 
 2498       9.652709606477e-12       3.786708759638e-17       6.111756565518e-17 
 2499       9.611969847021e-12       3.779516717697e-17       6.114207600415e-17 
 2500       9.571519086832e-12       3.772340333024e-17       6.116406360064e-17 
 2501       9.531362695514e-12       3.765179569620e-17       6.118361479702e-17 
 2502       9.491506057905e-12       3.758034391222e-17       6.120081623635e-17 
 2503       9.451954574090e-12       3.750904761308e-17       6.121575485271e-17 
 2504       9.412713659412e-12       3.743790643091e-17       6.122851787146e-17 
 2505       9.373788744494e-12       3.736691999526e-17       6.123919280955e-17 
 2506       9.335185275246e-12       3.729608793302e-17       6.124786747584e-17 
 2507       9.296908712882e-12       3.722540986848e-17       6.125462997134e-17 
 2508       9.258964533937e-12       3.715488542328e-17       6.125956868956e-17 
 2509       9.221358230279e-12       3.708451421644e-17       6.126277231677e-17 
 2510       9.184095309123e-12       3.701429586433e-17       6.126432983231e-17 
 2511       9.147181293048e-12       3.694422998069e-17       6.126433050888e-17 
 2512       9.110621720010e-12       3.687431617661e-17       6.126286391285e-17 
 2513       9.074422143355e-12       3.680455406054e-17       6.126001990452e-17 
 2514       9.038588131838e-12       3.673494323827e-17       6.125588863845e-17 
 2515       9.003125269632e-12       3.666548331295e-17       6.125056056376e-17 
 2516       8.968039156347e-12       3.659617388507e-17       6.124412642438e-17 
 2517       8.933335407042e-12       3.652701455246e-17       6.123667725940e-17 
 2518       8.899019652241e-12       3.645800491028e-17       6.122830440332e-17 
 2519       8.865097537945e-12       3.638914455102e-17       6.121909948638e-17 
 2520       8.831574725651e-12       3.632043306453e-17       6.120915443482e-17 
 2521       8.798456892361e-12       3.625187003796e-17       6.119856147121e-17 
 2522       8.765749730602e-12       3.618345505580e-17       6.118741311473e-17 
 2523       8.733458948435e-12       3.611518769984e-17       6.117580218147e-17 
 2524       8.701590269476e-12       3.604706754922e-17       6.116382178471e-17 
 2525       8.670149432905e-12       3.597909418037e-17       6.115156533523e-17 
 2526       8.639142193481e-12       3.591126716704e-17       6.113912654160e-17 
 2527       8.608574321560e-12       3.584358608029e-17       6.112659941048e-17 
 2528       8.578451603107e-12       3.577605048849e-17       6.111407824691e-17 
 2529       8.548779839712e-12       3.570865995729e-17       6.110165765461e-17 
 2530       8.519564848601e-12       3.564141404967e-17       6.108943253628e-17 
 2531       8.490811249307e-12       3.557431234960e-17       6.107747370768e-17 
 2532       8.462518815957e-12       3.550735453329e-17       6.106575458519e-17 
 2533       8.434686103912e-12       3.544054029839e-17       6.105422407473e-17 
 2534       8.407311661184e-12       3.537386934026e-17       6.104283091924e-17 
 2535       8.380394028431e-12       3.530734135201e-17       6.103152369855e-17 
 2536       8.353931738948e-12       3.524095602448e-17       6.102025082917e-17 
 2537       8.327923318661e-12       3.517471304622e-17       6.100896056418e-17 
 2538       8.302367286115e-12       3.510861210353e-17       6.099760099306e-17 
 2539       8.277262152470e-12       3.504265288042e-17       6.098612004150e-17 
 2540       8.252606421488e-12       3.497683505862e-17       6.097446547126e-17 
 2541       8.228398589530e-12       3.491115831757e-17       6.096258488000e-17 
 2542       8.204637145545e-12       3.484562233445e-17       6.095042570114e-17 
 2543       8.181320571060e-12       3.478022678412e-17       6.093793520366e-17 
 2544       8.158447340176e-12       3.471497133917e-17       6.092506049198e-17 
 2545       8.136015919556e-12       3.464985566989e-17       6.091174850577e-17 
 2546       8.114024768421e-12       3.458487944427e-17       6.089794601979e-17 
 2547       8.092472338536e-12       3.452004232800e-17       6.088359964376e-17 
 2548       8.071357074208e-12       3.445534398448e-17       6.086865582215e-17 
 2549       8.050677412273e-12       3.439078407479e-17       6.085306083406e-17 
 2550       8.030431782091e-12       3.432636225770e-17       6.083676079304e-17 
 2551       8.010618605535e-12       3.426207818970e-17       6.081970164692e-17 
 2552       7.991236296986e-12       3.419793152493e-17       6.080182917767e-17 
 2553       7.972283263322e-12       3.413392191523e-17       6.078308900124e-17 
 2554       7.953757903912e-12       3.407004901012e-17       6.076342656735e-17 
 2555       7.935658610604e-12       3.400631245680e-17       6.074278715941e-17 
 2556       7.917983767723e-12       3.394271190015e-17       6.072111589428e-17 
 2557       7.900731752057e-12       3.387924698271e-17       6.069835772217e-17 
 2558       7.883900932853e-12       3.381591734470e-17       6.067445742642e-17 
 2559       7.867489671804e-12       3.375272262401e-17       6.064935962341e-17 
 2560       7.851496323046e-12       3.368966245618e-17       6.062300876232e-17 
 2561       7.835919233148e-12       3.362673647444e-17       6.059534912503e-17 
 2562       7.820756741102e-12       3.356394430964e-17       6.056632482593e-17 
 2563       7.806007178316e-12       3.350128559032e-17       6.053587981177e-17 
 2564       7.791668868607e-12       3.343875994266e-17       6.050395786148e-17 
 2565       7.777740128191e-12       3.337636699049e-17       6.047050258604e-17 
 2566       7.764219265675e-12       3.331410635530e-17       6.043545742830e-17 
 2567       7.751104582050e-12       3.325197765620e-17       6.039876566279e-17 
 2568       7.738394370684e-12       3.318998050997e-17       6.036037039562e-17 
 2569       7.726086917308e-12       3.312811453102e-17       6.032021456428e-17 
 2570       7.714180500015e-12       3.306637933140e-17       6.027824093747e-17 
 2571       7.702672661649e-12       3.300477454163e-17       6.023441232160e-17 
 2572       7.691558022478e-12       3.294329987346e-17       6.018877230619e-17 
 2573       7.680830455049e-12       3.288195505747e-17       6.014138486413e-17 
 2574       7.670483810632e-12       3.282073982224e-17       6.009231417664e-17 
 2575       7.660511919198e-12       3.275965389440e-17       6.004162463349e-17 
 2576       7.650908589400e-12       3.269869699855e-17       5.998938083322e-17 
 2577       7.641667608549e-12       3.263786885732e-17       5.993564758332e-17 
 2578       7.632782742594e-12       3.257716919136e-17       5.988048990045e-17 
 2579       7.624247736102e-12       3.251659771931e-17       5.982397301065e-17 
 2580       7.616056312233e-12       3.245615415779e-17       5.976616234954e-17 
 2581       7.608202172720e-12       3.239583822146e-17       5.970712356250e-17 
 2582       7.600678997851e-12       3.233564962295e-17       5.964692250493e-17 
 2583       7.593480446443e-12       3.227558807289e-17       5.958562524240e-17 
 2584       7.586600155822e-12       3.221565327992e-17       5.952329805090e-17 
 2585       7.580031741803e-12       3.215584495064e-17       5.946000741701e-17 
 2586       7.573768798667e-12       3.209616278966e-17       5.939582003812e-17 
 2587       7.567804899140e-12       3.203660649956e-17       5.933080282265e-17 
 2588       7.562133594372e-12       3.197717578092e-17       5.926502289023e-17 
 2589       7.556748413915e-12       3.191787033229e-17       5.919854757192e-17 
 2590       7.551642865704e-12       3.185868985019e-17       5.913144441040e-17 
 2591       7.546810436030e-12       3.179963402914e-17       5.906378116021e-17 
 2592       7.542244589525e-12       3.174070256160e-17       5.899562578790e-17 
 2593       7.537938769137e-12       3.168189513804e-17       5.892704647231e-17 
 2594       7.533886396109e-12       3.162321144686e-17       5.885811160469e-17 
 2595       7.530080869958e-12       3.156465117446e-17       5.878888978897e-17 
 2596       7.526515568454e-12       3.150621400517e-17       5.871944984195e-17 
 2597       7.523183847597e-12       3.144789962131e-17       5.864986079349e-17 
 2598       7.520079041599e-12       3.138970770315e-17       5.858019188671e-17 
 2599       7.517194462858e-12       3.133163792891e-17       5.851051257824e-17 
 2600       7.514523401940e-12       3.127368997477e-17       5.844089253838e-17 
 2601       7.512059127557e-12       3.121586351486e-17       5.837140165130e-17 
 2602       7.509794886544e-12       3.115815822127e-17       5.830211001530e-17 
 2603       7.507723903839e-12       3.110057376401e-17       5.823308794296e-17 
 2604       7.505839382463e-12       3.104310981107e-17       5.816440596137e-17 
 2605       7.504134503495e-12       3.098576602836e-17       5.809613481234e-17 
 2606       7.502602426053e-12       3.092854207974e-17       5.802834545259e-17 
 2607       7.501236287272e-12       3.087143762699e-17       5.796110905395e-17 
 2608       7.500029202284e-12       3.081445232984e-17       5.789449700360e-17 
 2609       7.498974264194e-12       3.075758584596e-17       5.782858090424e-17 
 2610       7.498064544060e-12       3.070083783094e-17       5.776343257432e-17 
 2611       7.497293162266e-12       3.064420795664e-17       5.769910400784e-17 
 2612       7.496653503118e-12       3.058769596637e-17       5.763556713076e-17 
 2613       7.496139001408e-12       3.053130162001e-17       5.757277370711e-17 
 2614       7.495743071108e-12       3.047502467569e-17       5.751067534859e-17 
 2615       7.495459105355e-12       3.041886488983e-17       5.744922351440e-17 
 2616       7.495280476424e-12       3.036282201706e-17       5.738836951110e-17 
 2617       7.495200535712e-12       3.030689581029e-17       5.732806449245e-17 
 2618       7.495212613719e-12       3.025108602068e-17       5.726825945926e-17 
 2619       7.495310020023e-12       3.019539239762e-17       5.720890525927e-17 
 2620       7.495486043264e-12       3.013981468878e-17       5.714995258697e-17 
 2621       7.495733951122e-12       3.008435264005e-17       5.709135198348e-17 
 2622       7.496046990299e-12       3.002900599556e-17       5.703305383639e-17 
 2623       7.496418386495e-12       2.997377449768e-17       5.697500837960e-17 
 2624       7.496841344393e-12       2.991865788704e-17       5.691716569320e-17 
 2625       7.497309047632e-12       2.986365590249e-17       5.685947570329e-17 
 2626       7.497814658795e-12       2.980876828111e-17       5.680188818188e-17 
 2627       7.498351319381e-12       2.975399475822e-17       5.674435274668e-17 
 2628       7.498912149792e-12       2.969933506736e-17       5.668681886102e-17 
 2629       7.499490249307e-12       2.964478894032e-17       5.662923583365e-17 
 2630       7.500078696064e-12       2.959035610709e-17       5.657155281861e-17 
 2631       7.500670547043e-12       2.953603629590e-17       5.651371881509e-17 
 2632       7.501258838040e-12       2.948182923320e-17       5.645568266728e-17 
 2633       7.501836583651e-12       2.942773464365e-17       5.639739306421e-17 
 2634       7.502396777250e-12       2.937375225014e-17       5.633879853964e-17 
 2635       7.502932390971e-12       2.931988177377e-17       5.627984747185e-17 
 2636       7.503436375684e-12       2.926612293385e-17       5.622048808355e-17 
 2637       7.503901660981e-12       2.921247544791e-17       5.616066844170e-17 
 2638       7.504321155147e-12       2.915893903168e-17       5.610033645739e-17 
 2639       7.504687745150e-12       2.910551339910e-17       5.603943988565e-17 
 2640       7.504994296613e-12       2.905219826233e-17       5.597792632536e-17 
 2641       7.505233653796e-12       2.899899333171e-17       5.591574321905e-17 
 2642       7.505398639579e-12       2.894589831580e-17       5.585283785279e-17 
 2643       7.505482055438e-12       2.889291292134e-17       5.578915735600e-17 
 2644       7.505476681425e-12       2.884003685329e-17       5.572464870136e-17 
 2645       7.505375276152e-12       2.878726981479e-17       5.565925870462e-17 
 2646       7.505170576765e-12       2.873461150717e-17       5.559293402447e-17 
 2647       7.504855298929e-12       2.868206162997e-17       5.552562116238e-17 
 2648       7.504422136804e-12       2.862961988090e-17       5.545726646247e-17 
 2649       7.503863763028e-12       2.857728595585e-17       5.538781611134e-17 
 2650       7.503172828694e-12       2.852505954893e-17       5.531721613796e-17 
 2651       7.502342644650e-12       2.847294036853e-17       5.524542594017e-17 
 2652       7.501369229544e-12       2.842092818583e-17       5.517245894633e-17 
 2653       7.500249273053e-12       2.836902278658e-17       5.509834217801e-17 
 2654       7.498979455580e-12       2.831722395502e-17       5.502310274377e-17 
 2655       7.497556448248e-12       2.826553147382e-17       5.494676783928e-17 
 2656       7.495976912894e-12       2.821394512416e-17       5.486936474736e-17 
 2657       7.494237502054e-12       2.816246468565e-17       5.479092083807e-17 
 2658       7.492334858961e-12       2.811108993637e-17       5.471146356882e-17 
 2659       7.490265617533e-12       2.805982065286e-17       5.463102048444e-17 
 2660       7.488026402362e-12       2.800865661013e-17       5.454961921725e-17 
 2661       7.485613828715e-12       2.795759758163e-17       5.446728748716e-17 
 2662       7.483024502513e-12       2.790664333928e-17       5.438405310175e-17 
