#scalar perturbations for mode k = 4.000000000000e-02 Mpc^(-1)
#    1:tau [Mpc]              2:a                      3:delta_g                4:theta_g                5:shear_g                6:pol0_g                 7:pol1_g                 8:pol2_g                 9:delta_b               10:theta_b               11:psi                   12:phi                   13:delta_ur              14:theta_ur              15:shear_ur              16:delta_NEDE            17:theta_NEDE            18:shear_NEDE            19:delta_cdm             20:theta_cdm             21:delta_trigger         22:theta_hat_trigger  
       3.825585986260e+03       7.863854472831e-02      -1.904897276799e-01      -3.106864990913e-01       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00      -6.047287251487e+02      -6.422171464197e-04       1.435576017537e-01       1.435576017537e-01      -1.904784947063e-01      -3.106865021723e-01       0.000000000000e+00      -1.686651066442e+01      -7.672763455168e-01       0.000000000000e+00      -6.372714510719e+02       0.000000000000e+00      -6.151187877117e+02      -1.364639457689e-08 
       3.830689511834e+03       7.883695577706e-02      -1.904891686471e-01      -3.110753425211e-01       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00      -6.063120404549e+02      -6.406012877563e-04       1.435565282353e-01       1.435565282353e-01      -1.904779093530e-01      -3.110753469637e-01       0.000000000000e+00      -1.276019735649e+01      -8.177752636130e-01       0.000000000000e+00      -6.388580398239e+02       0.000000000000e+00      -6.166929771133e+02      -1.352813459792e-08 
       3.835793037409e+03       7.903561672172e-02      -1.904886053045e-01      -3.114641846577e-01       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00      -6.078973484682e+02      -6.389915228017e-04       1.435554565957e-01       1.435554565957e-01      -1.904773099869e-01      -3.114641906203e-01       0.000000000000e+00      -8.286061501984e+00      -8.543360033199e-01       0.000000000000e+00      -6.404466130518e+02       0.000000000000e+00      -6.182691651686e+02      -1.341104490065e-08 
       3.840896562984e+03       7.923452756916e-02      -1.904880394519e-01      -3.118530252284e-01       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00      -6.094846491512e+02      -6.373878212662e-04       1.435543870036e-01       1.435543870036e-01      -1.904766976238e-01      -3.118530328793e-01       0.000000000000e+00      -3.567367317122e+00      -8.759193687608e-01       0.000000000000e+00      -6.420371707497e+02       0.000000000000e+00      -6.198473518389e+02      -1.329511246867e-08 
       3.844894107491e+03       7.939050714216e-02      -1.904875951956e-01      -3.121575994491e-01       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00      -6.107293588256e+02      -6.361358719553e-04       1.435535506474e-01       1.435535506474e-01      -1.904762088607e-01      -3.121576085627e-01       0.000000000000e+00       2.152098932650e-01      -8.819450805868e-01       0.000000000000e+00      -6.432844259066e+02       0.000000000000e+00      -6.210849267421e+02      -1.320510357407e-08 
       3.848891651998e+03       7.954664004920e-02      -1.904871523273e-01      -3.124621723636e-01       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00      -6.119752910492e+02      -6.348876100351e-04       1.435527157148e-01       1.435527157148e-01      -1.904757131421e-01      -3.124621831209e-01       0.000000000000e+00       4.003600661964e+00      -8.782731051417e-01       0.000000000000e+00      -6.445328986154e+02       0.000000000000e+00      -6.223237278402e+02      -1.311579071047e-08 
       3.852889196504e+03       7.970292629364e-02      -1.904867109778e-01      -3.127667444904e-01       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00      -6.132224458043e+02      -6.336430212815e-04       1.435518821139e-01       1.435518821139e-01      -1.904752094901e-01      -3.127667570993e-01       0.000000000000e+00       7.733279840748e+00      -8.649517673948e-01       0.000000000000e+00      -6.457825888732e+02       0.000000000000e+00      -6.235637551149e+02      -1.302716781095e-08 
       3.856886741011e+03       7.985936587886e-02      -1.904862733661e-01      -3.130713153874e-01       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00      -6.144708230737e+02      -6.324020915728e-04       1.435510500297e-01       1.435510500297e-01      -1.904746991630e-01      -3.130713300508e-01       0.000000000000e+00       1.134058075271e+01      -8.421941897701e-01       0.000000000000e+00      -6.470334966772e+02       0.000000000000e+00      -6.248050085478e+02      -1.293922889260e-08 
       3.860884285518e+03       8.001595880825e-02      -1.904858401587e-01      -3.133758852685e-01       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00      -6.157204228391e+02      -6.311648068757e-04       1.435502194473e-01       1.435502194473e-01      -1.904741818757e-01      -3.133759021848e-01       0.000000000000e+00       1.476378727141e+01      -8.103749966474e-01       0.000000000000e+00      -6.482856220238e+02       0.000000000000e+00      -6.260474881197e+02      -1.285196801243e-08 
       3.864881830025e+03       8.017270508522e-02      -1.904854124626e-01      -3.136804542020e-01       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00      -6.169712450821e+02      -6.299311532465e-04       1.435493903775e-01       1.435493903775e-01      -1.904736575882e-01      -3.136804735857e-01       0.000000000000e+00       1.794420255132e+01      -7.700240023921e-01       0.000000000000e+00      -6.495389649092e+02       0.000000000000e+00      -6.272911938117e+02      -1.276537928748e-08 
       3.868879374532e+03       8.032960471318e-02      -1.904849926847e-01      -3.139850217389e-01       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00      -6.182232897847e+02      -6.287011168432e-04       1.435485629695e-01       1.435485629695e-01      -1.904731273750e-01      -3.139850438413e-01       0.000000000000e+00       2.082715867447e+01      -7.218173611534e-01       0.000000000000e+00      -6.507935253299e+02       0.000000000000e+00      -6.285361256047e+02      -1.267945690418e-08 
       3.874282346762e+03       8.054190968067e-02      -1.904844390277e-01      -3.143966653585e-01       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00      -6.199174619428e+02      -6.270443571495e-04       1.435474471547e-01       1.435474471547e-01      -1.904723999355e-01      -3.143966915907e-01       0.000000000000e+00       2.416358954346e+01      -6.456376205959e-01       0.000000000000e+00      -6.524910898640e+02       0.000000000000e+00      -6.302206899330e+02      -1.256437522677e-08 
       3.879685318993e+03       8.075449479676e-02      -1.904839063603e-01      -3.148083065603e-01       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00      -6.216138671501e+02      -6.253941465748e-04       1.435463344515e-01       1.435463344515e-01      -1.904716617195e-01      -3.148083374957e-01       0.000000000000e+00       2.676108423484e+01      -5.589526424770e-01       0.000000000000e+00      -6.541908785136e+02       0.000000000000e+00      -6.319074939585e+02      -1.245048617669e-08 
       3.885088291224e+03       8.096736007005e-02      -1.904833977952e-01      -3.152199459485e-01       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00      -6.233125053634e+02      -6.237504519202e-04       1.435452247255e-01       1.435452247255e-01      -1.904709114307e-01      -3.152199822374e-01       0.000000000000e+00       2.853690916021e+01      -4.644447717398e-01       0.000000000000e+00      -6.558928912707e+02       0.000000000000e+00      -6.335965376357e+02      -1.233777584236e-08 
       3.890491263455e+03       8.118050550921e-02      -1.904829199175e-01      -3.156315827095e-01       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00      -6.250133765389e+02      -6.221132403759e-04       1.435441181629e-01       1.435441181629e-01      -1.904701506573e-01      -3.156316250901e-01       0.000000000000e+00       2.943368108973e+01      -3.650466869186e-01       0.000000000000e+00      -6.575971281268e+02       0.000000000000e+00      -6.352878209185e+02      -1.222623052206e-08 
       3.895894235685e+03       8.139393112294e-02      -1.904824772046e-01      -3.160432171783e-01       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00      -6.267164806327e+02      -6.204824795456e-04       1.435430145834e-01       1.435430145834e-01      -1.904693782205e-01      -3.160432664849e-01       0.000000000000e+00       2.942120715423e+01      -2.638502636949e-01       0.000000000000e+00      -6.593035890728e+02       0.000000000000e+00      -6.369813437605e+02      -1.211583666205e-08 
       3.901297207916e+03       8.160763692002e-02      -1.904820772337e-01      -3.164548486312e-01       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00      -6.284218176012e+02      -6.188581374740e-04       1.435419141048e-01       1.435419141048e-01      -1.904685953000e-01      -3.164549058080e-01       0.000000000000e+00       2.849749236482e+01      -1.640111189754e-01       0.000000000000e+00      -6.610122740999e+02       0.000000000000e+00      -6.386771061157e+02      -1.200658091099e-08 
       3.906700180147e+03       8.182162290927e-02      -1.904817257942e-01      -3.168664774997e-01       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00      -6.301293874010e+02      -6.172401826715e-04       1.435408165196e-01       1.435408165196e-01      -1.904678004529e-01      -3.168665436129e-01       0.000000000000e+00       2.668887931355e+01      -6.865105487341e-02       0.000000000000e+00      -6.627231831992e+02       0.000000000000e+00      -6.403751079382e+02      -1.189845006443e-08 
       3.912103152378e+03       8.203588909959e-02      -1.904814316821e-01      -3.172781032317e-01       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00      -6.318391899880e+02      -6.156285841407e-04       1.435397218652e-01       1.435397218652e-01      -1.904669943034e-01      -3.172781794857e-01       0.000000000000e+00       2.404930651630e+01       1.923909935967e-02       0.000000000000e+00      -6.644363163613e+02       0.000000000000e+00      -6.420753491816e+02      -1.179143111025e-08 
       3.917506124608e+03       8.225043549992e-02      -1.904812028700e-01      -3.176897260258e-01       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00      -6.335512253181e+02      -6.140233114084e-04       1.435386299245e-01       1.435386299245e-01      -1.904661756052e-01      -3.176898137793e-01       0.000000000000e+00       2.065870281505e+01       9.689307777561e-02       0.000000000000e+00      -6.661516735760e+02       0.000000000000e+00      -6.437778297990e+02      -1.168551118447e-08 
       3.922909096839e+03       8.246526211927e-02      -1.904810500103e-01      -3.181013453497e-01       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00      -6.352654933473e+02      -6.124243345636e-04       1.435375406546e-01       1.435375406546e-01      -1.904653446091e-01      -3.181014461347e-01       0.000000000000e+00       1.662056691893e+01       1.618559407451e-01       0.000000000000e+00      -6.678692548337e+02       0.000000000000e+00      -6.454825497441e+02      -1.158067760399e-08 
       3.928312069070e+03       8.268036896669e-02      -1.904809837832e-01      -3.185129612128e-01       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00      -6.369819940326e+02      -6.108316242990e-04       1.435364538470e-01       1.435364538470e-01      -1.904645002739e-01      -3.185130767551e-01       0.000000000000e+00       1.205880787446e+01       2.120612137855e-01       0.000000000000e+00      -6.695890601252e+02       0.000000000000e+00      -6.471895089711e+02      -1.147691783615e-08 
       3.933715041301e+03       8.289575605131e-02      -1.904810171280e-01      -3.189245732451e-01       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00      -6.387007273308e+02      -6.092451519574e-04       1.435353693885e-01       1.435353693885e-01      -1.904636423375e-01      -3.189247054880e-01       0.000000000000e+00       7.113943754802e+00       2.458961107836e-01       0.000000000000e+00      -6.713110894411e+02       0.000000000000e+00      -6.488987074344e+02      -1.137421951737e-08 
       3.938061646448e+03       8.306923494547e-02      -1.904811254743e-01      -3.192557058335e-01       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00      -6.400850413978e+02      -6.079733689505e-04       1.435344985265e-01       1.435344985265e-01      -1.904629414953e-01      -3.192558530861e-01       0.000000000000e+00       2.961228031369e+00       2.604651150541e-01       0.000000000000e+00      -6.726980488907e+02       0.000000000000e+00      -6.502753556841e+02      -1.129236250484e-08 
       3.942408251595e+03       8.324289521839e-02      -1.904813158570e-01      -3.195868356182e-01       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00      -6.414708003505e+02      -6.067055907849e-04       1.435336290268e-01       1.435336290268e-01      -1.904622312686e-01      -3.195869994345e-01       0.000000000000e+00      -1.257346959305e+00       2.633890056282e-01       0.000000000000e+00      -6.740864477069e+02       0.000000000000e+00      -6.516534531030e+02      -1.121117827132e-08 
       3.946754856743e+03       8.341673687490e-02      -1.904815965719e-01      -3.199179627713e-01       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00      -6.428580041655e+02      -6.054418035986e-04       1.435327606875e-01       1.435327606875e-01      -1.904615105102e-01      -3.199181448583e-01       0.000000000000e+00      -5.456976181956e+00       2.545774182357e-01       0.000000000000e+00      -6.754762858835e+02       0.000000000000e+00      -6.530329996664e+02      -1.113066058909e-08 
       3.951101461890e+03       8.359075991988e-02      -1.904819789641e-01      -3.202490865087e-01       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00      -6.442466528195e+02      -6.041819938927e-04       1.435318935760e-01       1.435318935760e-01      -1.904607801960e-01      -3.202492887402e-01       0.000000000000e+00      -9.553036986863e+00       2.341765039018e-01       0.000000000000e+00      -6.768675634146e+02       0.000000000000e+00      -6.544139953495e+02      -1.105080331514e-08 
       3.955448067038e+03       8.376496435819e-02      -1.904824729250e-01      -3.205802071730e-01       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00      -6.456367462904e+02      -6.029261485573e-04       1.435310274617e-01       1.435310274617e-01      -1.904600388369e-01      -3.205804316054e-01       0.000000000000e+00      -1.346280098215e+01       2.025665214959e-01       0.000000000000e+00      -6.782602802952e+02       0.000000000000e+00      -6.557964401288e+02      -1.097160034617e-08 
       3.959794672185e+03       8.393935019475e-02      -1.904830915056e-01      -3.209113241847e-01       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00      -6.470282845559e+02      -6.016742548997e-04       1.435301623769e-01       1.435301623769e-01      -1.904592869989e-01      -3.209115730730e-01       0.000000000000e+00      -1.710712393023e+01       1.603543681964e-01       0.000000000000e+00      -6.796544365205e+02       0.000000000000e+00      -6.571803339806e+02      -1.089304566128e-08 
       3.964141277332e+03       8.411391743449e-02      -1.904838478419e-01      -3.212424374541e-01       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00      -6.484212675932e+02      -6.004263006752e-04       1.435292982140e-01       1.435292982140e-01      -1.904585241276e-01      -3.212427132708e-01       0.000000000000e+00      -2.041205320705e+01       1.083616591941e-01       0.000000000000e+00      -6.810500320846e+02       0.000000000000e+00      -6.585656768809e+02      -1.081513329008e-08 
       3.968487882480e+03       8.428866608238e-02      -1.904847563841e-01      -3.215735468732e-01       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00      -6.498156953796e+02      -5.991822741201e-04       1.435284348651e-01       1.435284348651e-01      -1.904577496682e-01      -3.215738523275e-01       0.000000000000e+00      -2.331032110218e+01       4.760868412214e-02       0.000000000000e+00      -6.824470669819e+02       0.000000000000e+00      -6.599524688053e+02      -1.073785732272e-08 
       3.971911870316e+03       8.442645004387e-02      -1.904855905228e-01      -3.218343712821e-01       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00      -6.509151569929e+02      -5.982050648494e-04       1.435277553960e-01       1.435277553960e-01      -1.904571320060e-01      -3.218347021588e-01       0.000000000000e+00      -2.526800299006e+01      -5.638022174951e-03       0.000000000000e+00      -6.835485785144e+02       0.000000000000e+00      -6.610459183663e+02      -1.067742836845e-08 
       3.975335858152e+03       8.456434658042e-02      -1.904865375602e-01      -3.220951930977e-01       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00      -6.520155150936e+02      -5.972302805773e-04       1.435270763444e-01       1.435270763444e-01      -1.904565067219e-01      -3.220955513738e-01       0.000000000000e+00      -2.691146484180e+01      -6.292476960348e-02       0.000000000000e+00      -6.846509831925e+02       0.000000000000e+00      -6.621402670660e+02      -1.061738786032e-08 
       3.978759845988e+03       8.470235569450e-02      -1.904876072192e-01      -3.223560119610e-01       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00      -6.531167696708e+02      -5.962579162758e-04       1.435263977405e-01       1.435263977405e-01      -1.904558741844e-01      -3.223563997591e-01       0.000000000000e+00      -2.821963967444e+01      -1.235452174670e-01       0.000000000000e+00      -6.857542810135e+02       0.000000000000e+00      -6.632355148929e+02      -1.055773299323e-08 
       3.982183833824e+03       8.484047738858e-02      -1.904888099888e-01      -3.226168274742e-01       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00      -6.542189207132e+02      -5.952879671582e-04       1.435257196269e-01       1.435257196269e-01      -1.904552348410e-01      -3.226172470726e-01       0.000000000000e+00      -2.917562184385e+01      -1.867500510413e-01       0.000000000000e+00      -6.868584719746e+02       0.000000000000e+00      -6.643316618350e+02      -1.049846098521e-08 
       3.985607821660e+03       8.497871166513e-02      -1.904901557894e-01      -3.228776398335e-01       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00      -6.553219682095e+02      -5.943204286938e-04       1.435250418868e-01       1.435250418868e-01      -1.904545878351e-01      -3.228780936769e-01       0.000000000000e+00      -2.976688512306e+01      -2.517563057164e-01       0.000000000000e+00      -6.879635560725e+02       0.000000000000e+00      -6.654287078803e+02      -1.043956906472e-08 
       3.989031809496e+03       8.511705852664e-02      -1.904916564489e-01      -3.231384487249e-01       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00      -6.564259121486e+02      -5.933552966237e-04       1.435243645469e-01       1.435243645469e-01      -1.904539334331e-01      -3.231389394356e-01       0.000000000000e+00      -2.998544368056e+01      -3.177572239919e-01       0.000000000000e+00      -6.890695333045e+02       0.000000000000e+00      -6.665266530171e+02      -1.038105449264e-08 
       3.992455797333e+03       8.525551797562e-02      -1.904933249191e-01      -3.233992536984e-01       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00      -6.575307525191e+02      -5.923925669780e-04       1.435236876713e-01       1.435236876713e-01      -1.904532721858e-01      -3.233997840887e-01       0.000000000000e+00      -2.982795810976e+01      -3.839323517027e-01       0.000000000000e+00      -6.901764036674e+02       0.000000000000e+00      -6.676254972333e+02      -1.032291455417e-08 
       3.997559296511e+03       8.546210259232e-02      -1.904961508039e-01      -3.237879798892e-01       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00      -6.591791955277e+02      -5.909620569484e-04       1.435226794553e-01       1.435226794553e-01      -1.904522724568e-01      -3.237885750834e-01       0.000000000000e+00      -2.889939763876e+01      -4.811127622402e-01       0.000000000000e+00      -6.918278662984e+02       0.000000000000e+00      -6.692650078082e+02      -1.023694571930e-08 
       4.002662795689e+03       8.566893735060e-02      -1.904994268350e-01      -3.241766963941e-01       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00      -6.608296300126e+02      -5.895368653863e-04       1.435216721980e-01       1.435216721980e-01      -1.904512570609e-01      -3.241773638216e-01       0.000000000000e+00      -2.716319241862e+01      -5.741609059080e-01       0.000000000000e+00      -6.934813131188e+02       0.000000000000e+00      -6.709065157388e+02      -1.015179434136e-08 
       4.007766294868e+03       8.587602225886e-02      -1.905032057225e-01      -3.245654026917e-01       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00      -6.624820559365e+02      -5.881169832876e-04       1.435206658368e-01       1.435206658368e-01      -1.904502254689e-01      -3.245661505839e-01       0.000000000000e+00      -2.466560277121e+01      -6.604944705758e-01       0.000000000000e+00      -6.951367441182e+02       0.000000000000e+00      -6.725500209858e+02      -1.006745167384e-08 
       4.012869794046e+03       8.608335732557e-02      -1.905075472301e-01      -3.249540976173e-01       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00      -6.641364732613e+02      -5.867024035772e-04       1.435196604882e-01       1.435196604882e-01      -1.904491784787e-01      -3.249549350878e-01       0.000000000000e+00      -2.147413922831e+01      -7.377114464538e-01       0.000000000000e+00      -6.967941592855e+02       0.000000000000e+00      -6.741955235089e+02      -9.983909085594e-09 
       4.017973293224e+03       8.629094255921e-02      -1.905125164125e-01      -3.253427804050e-01       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00      -6.657928819480e+02      -5.852931212945e-04       1.435186561505e-01       1.435186561505e-01      -1.904481158816e-01      -3.253437175373e-01       0.000000000000e+00      -1.767571361538e+01      -8.036573640863e-01       0.000000000000e+00      -6.984535586091e+02       0.000000000000e+00      -6.758430232675e+02      -9.901158038634e-09 
       4.023076792403e+03       8.649877796836e-02      -1.905181860994e-01      -3.257314498097e-01       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00      -6.674512819581e+02      -5.838891337945e-04       1.435176529308e-01       1.435176529308e-01      -1.904470383236e-01      -3.257324977529e-01       0.000000000000e+00      -1.337428059472e+01      -8.564855358220e-01       0.000000000000e+00      -7.001149420773e+02       0.000000000000e+00      -6.774925202210e+02      -9.819190102881e-09 
       4.028180291581e+03       8.670686356162e-02      -1.905246362883e-01      -3.261201046854e-01       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00      -6.691116732533e+02      -5.824904409693e-04       1.435166508843e-01       1.435166508843e-01      -1.904459460207e-01      -3.261212757576e-01       0.000000000000e+00      -8.688010157638e+00      -8.947089037617e-01       0.000000000000e+00      -7.017783096789e+02       0.000000000000e+00      -6.791440143296e+02      -9.737996943781e-09 
       4.033283790759e+03       8.691519934764e-02      -1.905319555096e-01      -3.265087436948e-01       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00      -6.707740557955e+02      -5.810970454889e-04       1.435156500951e-01       1.435156500951e-01      -1.904448393870e-01      -3.265100514961e-01       0.000000000000e+00      -3.746045841696e+00      -9.172421989892e-01       0.000000000000e+00      -7.034436614027e+02       0.000000000000e+00      -6.807975055532e+02      -9.657570326857e-09 
       4.037285244991e+03       8.707872228651e-02      -1.905383653877e-01      -3.268134481412e-01       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00      -6.720788576360e+02      -5.800082471430e-04       1.435148663791e-01       1.435148663791e-01      -1.904439622734e-01      -3.268148735654e-01       0.000000000000e+00       2.190987128798e-01      -9.234976441107e-01       0.000000000000e+00      -7.047507862969e+02       0.000000000000e+00      -6.820953401616e+02      -9.595041801304e-09 
       4.041286699222e+03       8.724239904134e-02      -1.905454202777e-01      -3.271181413400e-01       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00      -6.733848835547e+02      -5.789227129653e-04       1.435140834718e-01       1.435140834718e-01      -1.904430764042e-01      -3.271196943417e-01       0.000000000000e+00       4.189999335932e+00      -9.195777281575e-01       0.000000000000e+00      -7.060591309191e+02       0.000000000000e+00      -6.833944024540e+02      -9.532975619515e-09 
       4.045288153453e+03       8.740622961638e-02      -1.905531765321e-01      -3.274228220622e-01       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00      -6.746921335333e+02      -5.778404484799e-04       1.435133015451e-01       1.435133015451e-01      -1.904421829473e-01      -3.274245133824e-01       0.000000000000e+00       8.098892487262e+00      -9.055350694395e-01       0.000000000000e+00      -7.073686952641e+02       0.000000000000e+00      -6.846946924116e+02      -9.471367945165e-09 
       4.049289607684e+03       8.757021401587e-02      -1.905616928981e-01      -3.277274899117e-01       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00      -6.760006075534e+02      -5.767614606603e-04       1.435125205250e-01       1.435125205250e-01      -1.904412811205e-01      -3.277293311346e-01       0.000000000000e+00       1.187893011066e+01      -8.815954916874e-01       0.000000000000e+00      -7.086794793264e+02       0.000000000000e+00      -6.859962100153e+02      -9.410214961190e-09 
       4.053291061916e+03       8.773435224411e-02      -1.905710339976e-01      -3.280321438472e-01       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00      -6.773103055958e+02      -5.756857580354e-04       1.435117404825e-01       1.435117404825e-01      -1.904403713601e-01      -3.280341474598e-01       0.000000000000e+00       1.546532833686e+01      -8.481545073952e-01       0.000000000000e+00      -7.099914831001e+02       0.000000000000e+00      -6.872989552454e+02      -9.349512895503e-09 
       4.057292516147e+03       8.789864430539e-02      -1.905812697143e-01      -3.283367826191e-01       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00      -6.786212276410e+02      -5.746133508028e-04       1.435109615183e-01       1.435109615183e-01      -1.904394543797e-01      -3.283389620747e-01       0.000000000000e+00       1.879649120589e+01      -8.057706268454e-01       0.000000000000e+00      -7.113047065788e+02       0.000000000000e+00      -6.886029280821e+02      -9.289258012907e-09 
       4.061293970378e+03       8.806309020404e-02      -1.905924736182e-01      -3.286414056683e-01       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00      -6.799333736698e+02      -5.735442509503e-04       1.435101835271e-01       1.435101835271e-01      -1.904385292456e-01      -3.286437754538e-01       0.000000000000e+00       2.181507190738e+01      -7.551559959979e-01       0.000000000000e+00      -7.126191497566e+02       0.000000000000e+00      -6.899081285057e+02      -9.229446599524e-09 
       4.066697128961e+03       8.828538541004e-02      -1.906092834054e-01      -3.290527101064e-01       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00      -6.817071049776e+02      -5.721059198949e-04       1.435091347895e-01       1.435091347895e-01      -1.904372688814e-01      -3.290553618503e-01       0.000000000000e+00       2.530360001449e+01      -6.752831755620e-01       0.000000000000e+00      -7.143959761265e+02       0.000000000000e+00      -6.916724868891e+02      -9.149380534382e-09 
       4.072100287543e+03       8.850796112741e-02      -1.906282217356e-01      -3.294639806871e-01       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00      -6.834830678999e+02      -5.706736850827e-04       1.435080880048e-01       1.435080880048e-01      -1.904359946002e-01      -3.294669457638e-01       0.000000000000e+00       2.801771585192e+01      -5.844387310056e-01       0.000000000000e+00      -7.161750263557e+02       0.000000000000e+00      -6.934390834561e+02      -9.070107425511e-09 
       4.077503446126e+03       8.873081736696e-02      -1.906495268877e-01      -3.298752138815e-01       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00      -6.852612623892e+02      -5.692475942730e-04       1.435070433075e-01       1.435070433075e-01      -1.904347072795e-01      -3.298785268690e-01       0.000000000000e+00       2.987105706197e+01      -4.854344675402e-01       0.000000000000e+00      -7.179563004299e+02       0.000000000000e+00      -6.952079181593e+02      -8.991618449755e-09 
       4.082906604709e+03       8.895395413956e-02      -1.906734596569e-01      -3.302864064792e-01       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00      -6.870416883973e+02      -5.678277034493e-04       1.435060005964e-01       1.435060005964e-01      -1.904334062193e-01      -3.302901054434e-01       0.000000000000e+00       3.080382881816e+01      -3.813430040123e-01       0.000000000000e+00      -7.197397983343e+02       0.000000000000e+00      -6.969789909509e+02      -8.913904879518e-09 
       4.088309763291e+03       8.917737145619e-02      -1.907003087965e-01      -3.306975540884e-01       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00      -6.888243458750e+02      -5.664140776033e-04       1.435049599710e-01       1.435049599710e-01      -1.904320924725e-01      -3.307016808853e-01       0.000000000000e+00       3.078471828051e+01      -2.754022581046e-01       0.000000000000e+00      -7.215255200533e+02       0.000000000000e+00      -6.987523017826e+02      -8.836958108801e-09 
       4.093712921874e+03       8.940106932786e-02      -1.907303894714e-01      -3.311086529586e-01       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00      -6.906092347732e+02      -5.650067915802e-04       1.435039212837e-01       1.435039212837e-01      -1.904307650581e-01      -3.311132535541e-01       0.000000000000e+00       2.981193689872e+01      -1.709154612242e-01       0.000000000000e+00      -7.233134655718e+02       0.000000000000e+00      -7.005278506065e+02      -8.760769623769e-09 
